Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
619.168	28.055	-0.006	0.353	0.007	1130.492	0.168
619.200	28.055	-0.012	0.353	0.007	1121.963	0.177
619.232	28.043	-0.012	0.353	-0.001	1119.526	0.171
619.264	28.055	0.000	0.361	-0.001	1136.585	0.168
619.296	28.043	0.000	0.353	-0.001	1130.492	0.175
619.328	28.043	0.000	0.353	-0.001	1121.963	0.167
619.360	28.037	-0.006	0.361	-0.001	1119.526	0.168
619.392	28.043	-0.006	0.353	-0.001	1135.366	0.171
619.424	28.037	-0.006	0.353	-0.001	1125.619	0.164
619.456	28.043	-0.006	0.353	-0.001	1120.745	0.173
619.488	28.031	0.000	0.361	-0.001	1124.400	0.172
619.520	28.031	0.000	0.361	-0.001	1134.148	0.164
619.552	28.037	-0.006	0.370	-0.001	1129.274	0.172
619.584	28.031	-0.006	0.370	-0.001	1119.526	0.162
619.616	28.018	-0.012	0.353	-0.001	1121.963	0.163
619.648	28.024	-0.006	0.345	-0.001	1134.148	0.168
619.680	28.024	-0.006	0.353	-0.009	1125.619	0.162
619.712	28.018	-0.012	0.370	-0.001	1119.526	0.168
619.744	28.031	-0.006	0.353	-0.001	1126.837	0.167
619.776	28.024	-0.006	0.353	-0.001	1132.929	0.164
619.808	28.018	-0.006	0.345	0.007	1125.619	0.171
619.840	28.012	-0.012	0.345	-0.001	1119.526	0.164
619.872	28.018	0.006	0.353	-0.001	1125.619	0.166
619.904	28.012	-0.012	0.337	0.007	1134.148	0.169
619.936	28.018	-0.006	0.345	0.007	1125.619	0.163
619.968	28.018	-0.006	0.337	-0.009	1118.308	0.169
620.000	28.006	0.000	0.345	-0.001	1125.619	0.167
620.032	28.000	-0.012	0.345	-0.001	1132.929	0.164
620.064	28.000	-0.006	0.345	0.007	1125.619	0.172
620.096	28.006	-0.012	0.337	0.007	1117.089	0.166
620.128	28.006	-0.006	0.337	0.007	1120.745	0.166
620.160	28.000	-0.012	0.329	0.007	1131.711	0.167
620.192	27.994	-0.012	0.337	-0.001	1124.400	0.163
620.224	28.006	-0.012	0.329	-0.009	1118.308	0.171
620.256	28.000	-0.006	0.329	-0.009	1121.963	0.171
620.288	27.994	-0.006	0.337	-0.001	1131.711	0.167
620.320	27.988	-0.012	0.337	-0.009	1124.400	0.172
620.352	27.994	-0.006	0.337	0.007	1115.871	0.164
620.384	27.994	-0.006	0.337	-0.001	1121.963	0.166
620.416	27.988	-0.012	0.345	-0.001	1130.492	0.169
620.448	27.988	-0.006	0.337	-0.001	1124.400	0.167
620.480	27.988	-0.012	0.337	0.007	1115.871	0.172
620.512	27.976	-0.006	0.337	0.007	1124.400	0.168
620.544	27.976	-0.006	0.337	0.007	1129.274	0.164
620.576	27.976	0.000	0.337	0.015	1124.400	0.173
620.608	27.982	-0.006	0.345	-0.001	1114.652	0.167
620.640	27.976	-0.006	0.345	0.007	1124.400	0.169
620.672	27.976	-0.006	0.345	0.007	1131.711	0.173
620.704	27.970	-0.006	0.337	0.007	1123.182	0.164
620.736	27.970	0.000	0.337	-0.009	1117.089	0.171
620.768	27.964	-0.006	0.353	-0.009	1126.837	0.169
620.800	27.970	-0.012	0.353	0.007	1129.274	0.167
620.832	27.957	-0.006	0.345	-0.001	1124.400	0.173
620.864	27.964	-0.006	0.353	0.007	1115.871	0.163
620.896	27.957	-0.006	0.353	0.007	1128.055	0.166
620.928	27.951	-0.006	0.353	0.007	1130.492	0.169
620.960	27.951	-0.006	0.353	-0.009	1121.963	0.164
620.992	27.964	-0.012	0.361	-0.001	1114.652	0.169
621.024	27.945	-0.006	0.370	-0.009	1131.711	0.169
621.056	27.939	0.000	0.370	0.007	1134.148	0.169
621.088	27.951	0.000	0.353	-0.009	1123.182	0.171
621.120	27.951	-0.006	0.353	-0.001	1120.745	0.164
621.152	27.945	-0.012	0.370	-0.009	1130.492	0.166
621.184	27.939	-0.006	0.370	0.007	1129.274	0.168
621.216	27.939	-0.006	0.361	-0.009	1121.963	0.164
621.248	27.939	0.000	0.361	-0.001	1112.215	0.167
621.280	27.933	0.000	0.370	-0.009	1132.929	0.171
621.312	27.933	-0.006	0.370	-0.009	1126.837	0.166
621.344	27.933	-0.012	0.378	-0.001	1123.182	0.173
621.376	27.933	0.000	0.370	-0.009	1117.089	0.168
621.408	27.921	-0.006	0.361	-0.001	1134.148	0.169
621.440	27.921	-0.006	0.353	-0.009	1128.055	0.172
621.472	27.921	0.000	0.361	0.007	1120.745	0.167
621.504	27.927	-0.006	0.361	-0.009	1112.215	0.171
621.536	27.921	-0.012	0.370	0.007	1131.711	0.169
621.568	27.921	-0.006	0.353	-0.001	1129.274	0.167
621.600	27.921	-0.006	0.353	-0.009	1121.963	0.173
621.632	27.909	-0.012	0.370	-0.009	1115.871	0.169
621.664	27.915	-0.006	0.361	-0.001	1128.055	0.167
621.696	27.915	-0.006	0.361	0.007	1126.837	0.171
621.728	27.909	-0.006	0.361	0.007	1120.745	0.168
621.760	27.909	0.000	0.353	-0.017	1109.778	0.173
621.792	27.915	-0.012	0.353	-0.001	1129.274	0.172
621.824	27.909	-0.012	0.345	-0.001	1128.055	0.168
621.856	27.903	0.000	0.345	0.007	1119.526	0.175
621.888	27.890	-0.012	0.345	-0.001	1114.652	0.168
621.920	27.903	-0.006	0.353	-0.009	1128.055	0.167
621.952	27.903	-0.006	0.329	0.015	1126.837	0.171
621.984	27.897	-0.006	0.345	0.007	1120.745	0.164
622.016	27.897	-0.006	0.337	-0.009	1108.560	0.173
622.048	27.897	-0.006	0.353	-0.001	1129.274	0.171
622.080	27.903	-0.006	0.353	0.007	1125.619	0.164
622.112	27.903	-0.006	0.345	0.007	1119.526	0.172
622.144	27.897	-0.018	0.337	0.007	1113.434	0.166
622.176	27.884	-0.006	0.353	-0.009	1128.055	0.167
622.208	27.890	-0.006	0.337	0.007	1129.274	0.169
622.240	27.903	-0.012	0.345	-0.009	1119.526	0.163
622.272	27.884	-0.006	0.353	-0.001	1107.341	0.168
622.304	27.878	-0.006	0.345	-0.001	1130.492	0.167
622.336	27.878	-0.006	0.345	-0.001	1129.274	0.164
622.368	27.878	0.000	0.345	-0.009	1119.526	0.169
622.400	27.878	-0.012	0.353	-0.001	1118.308	0.163
622.432	27.872	-0.006	0.353	-0.001	1129.274	0.164
622.464	27.872	-0.006	0.345	0.007	1128.055	0.169
622.496	27.878	0.006	0.345	-0.009	1119.526	0.163
622.528	27.866	-0.006	0.345	0.007	1110.997	0.166
622.560	27.860	-0.012	0.353	0.007	1131.711	0.168
622.592	27.866	-0.006	0.353	-0.001	1124.400	0.166
622.624	27.872	-0.006	0.345	-0.009	1120.745	0.172
622.656	27.866	-0.006	0.353	0.015	1114.652	0.167
622.688	27.854	-0.018	0.353	-0.001	1130.492	0.167
622.720	27.866	-0.006	0.353	-0.001	1128.055	0.172
622.752	27.860	0.000	0.361	-0.009	1119.526	0.166
622.784	27.848	-0.012	0.353	0.007	1107.341	0.169
622.816	27.860	0.000	0.361	-0.009	1131.711	0.171
622.848	27.848	0.000	0.353	0.007	1130.492	0.168
622.880	27.842	-0.006	0.361	-0.001	1119.526	0.171
622.912	27.842	-0.006	0.353	-0.001	1110.997	0.166
622.944	27.836	-0.006	0.353	-0.001	1121.963	0.168
622.976	27.848	-0.006	0.370	-0.009	1128.055	0.171
623.008	27.836	0.000	0.370	-0.001	1119.526	0.168
623.040	27.830	-0.006	0.361	-0.001	1113.434	0.174
623.072	27.830	-0.006	0.370	-0.009	1121.963	0.171
623.104	27.830	-0.006	0.370	0.007	1125.619	0.167
623.136	27.824	-0.006	0.370	-0.001	1118.308	0.173
623.168	27.824	-0.012	0.361	0.007	1109.778	0.164
623.200	27.830	-0.006	0.370	0.007	1115.871	0.169
623.232	27.824	0.000	0.370	-0.017	1125.619	0.171
623.264	27.824	0.000	0.370	-0.001	1118.308	0.167
623.296	27.824	-0.012	0.370	-0.001	1113.434	0.171
623.328	27.811	-0.006	0.370	0.007	1115.871	0.168
623.360	27.817	-0.006	0.378	-0.001	1128.055	0.166
623.392	27.817	-0.006	0.361	0.007	1120.745	0.173
623.424	27.817	-0.006	0.370	-0.001	1113.434	0.166
623.456	27.811	-0.006	0.370	0.007	1114.652	0.169
623.488	27.811	-0.006	0.353	-0.009	1129.274	0.172
623.520	27.811	-0.006	0.361	-0.001	1119.526	0.164
623.552	27.811	0.000	0.361	-0.001	1114.652	0.171
623.584	27.805	-0.012	0.361	-0.001	1119.526	0.169
623.616	27.799	-0.006	0.353	0.007	1126.837	0.167
623.648	27.799	-0.006	0.361	-0.001	1119.526	0.169
623.680	27.799	-0.006	0.353	-0.001	1113.434	0.163
623.712	27.805	-0.006	0.353	0.007	1118.308	0.166
623.744	27.805	-0.006	0.353	0.007	1128.055	0.169
623.776	27.805	0.000	0.353	-0.001	1120.745	0.163
623.808	27.799	-0.006	0.337	-0.017	1114.652	0.169
623.840	27.793	-0.012	0.345	-0.009	1119.526	0.166
623.872	27.799	-0.006	0.345	0.007	1128.055	0.166
623.904	27.787	0.000	0.353	-0.001	1119.526	0.172
623.936	27.787	-0.006	0.345	0.007	1112.215	0.162
623.968	27.787	-0.006	0.345	-0.001	1115.871	0.164
624.000	27.787	-0.006	0.337	-0.001	1128.055	0.169
624.032	27.781	-0.006	0.361	-0.001	1120.745	0.164
624.064	27.775	-0.006	0.345	0.007	1113.434	0.171
624.096	27.775	-0.006	0.353	-0.001	1117.089	0.169
624.128	27.787	-0.006	0.361	-0.001	1128.055	0.167
624.160	27.775	0.000	0.345	-0.001	1120.745	0.173
624.192	27.775	-0.006	0.345	-0.017	1113.434	0.167
624.224	27.775	-0.012	0.345	-0.001	1113.434	0.167
624.256	27.775	0.000	0.353	-0.001	1129.274	0.169
624.288	27.763	-0.006	0.345	-0.001	1123.182	0.163
624.320	27.769	0.000	0.353	-0.001	1114.652	0.172
624.352	27.769	-0.006	0.337	-0.001	1112.215	0.169
624.384	27.775	-0.012	0.361	-0.017	1129.274	0.169
624.416	27.757	-0.006	0.345	-0.009	1121.963	0.172
624.448	27.763	0.000	0.345	-0.001	1113.434	0.166
624.480	27.763	0.000	0.353	-0.001	1106.123	0.169
624.512	27.763	-0.006	0.345	0.007	1130.492	0.172
624.544	27.763	-0.006	0.353	0.007	1120.745	0.166
624.576	27.750	0.000	0.345	-0.001	1114.652	0.173
624.608	27.757	-0.006	0.353	-0.001	1113.434	0.167
624.640	27.744	0.000	0.353	-0.009	1125.619	0.167
624.672	27.757	-0.006	0.353	0.007	1124.400	0.171
624.704	27.744	-0.006	0.345	-0.001	1114.652	0.166
624.736	27.744	-0.006	0.353	-0.001	1102.467	0.171
624.768	27.744	-0.012	0.345	-0.001	1123.182	0.169
624.800	27.757	0.000	0.353	-0.001	1118.308	0.161
624.832	27.744	-0.006	0.353	0.007	1115.871	0.171
624.864	27.744	-0.006	0.345	0.007	1107.341	0.166
624.896	27.738	-0.006	0.345	-0.001	1120.745	0.166
624.928	27.732	-0.006	0.361	0.007	1124.400	0.169
624.960	27.732	-0.006	0.353	0.015	1117.089	0.164
624.992	27.732	-0.006	0.345	-0.001	1109.778	0.172
625.024	27.732	-0.006	0.353	0.007	1121.963	0.169
625.056	27.726	-0.012	0.353	-0.001	1121.963	0.164
625.088	27.726	-0.006	0.345	-0.001	1117.089	0.171
625.120	27.720	0.000	0.337	-0.001	1109.778	0.166
625.152	27.732	0.000	0.353	0.007	1118.308	0.164
625.184	27.726	-0.006	0.353	-0.001	1123.182	0.168
625.216	27.720	-0.012	0.337	-0.009	1115.871	0.163
625.248	27.726	0.000	0.345	0.007	1113.434	0.171
625.280	27.720	-0.006	0.329	-0.009	1117.089	0.168
625.312	27.720	-0.012	0.353	0.015	1125.619	0.164
625.344	27.720	-0.006	0.337	-0.001	1117.089	0.172
625.376	27.720	-0.006	0.337	-0.001	1109.778	0.163
625.408	27.714	0.000	0.320	-0.001	1110.997	0.164
625.440	27.708	-0.006	0.320	-0.001	1126.837	0.167
625.472	27.714	-0.012	0.329	0.007	1117.089	0.161
625.504	27.708	-0.006	0.312	0.007	1110.997	0.169
625.536	27.714	0.000	0.320	-0.009	1109.778	0.167
625.568	27.708	-0.006	0.320	-0.001	1126.837	0.164
625.600	27.708	-0.006	0.320	-0.001	1118.308	0.172
625.632	27.702	-0.012	0.312	-0.009	1110.997	0.164
625.664	27.702	-0.006	0.312	0.007	1104.904	0.167
625.696	27.702	-0.018	0.304	-0.001	1126.837	0.168
625.728	27.696	-0.006	0.312	-0.001	1119.526	0.161
625.760	27.702	-0.006	0.304	-0.009	1113.434	0.171
625.792	27.696	-0.006	0.312	0.007	1112.215	0.166
625.824	27.696	-0.006	0.320	0.007	1120.745	0.163
625.856	27.696	-0.006	0.312	-0.001	1121.963	0.167
625.888	27.696	-0.006	0.320	0.007	1114.652	0.164
625.920	27.690	-0.006	0.312	-0.001	1106.123	0.171
625.952	27.690	-0.006	0.304	-0.009	1117.089	0.168
625.984	27.696	-0.012	0.312	-0.001	1119.526	0.164
626.016	27.683	-0.012	0.312	-0.001	1114.652	0.169
626.048	27.690	0.006	0.320	0.007	1108.560	0.164
626.080	27.677	-0.006	0.304	0.007	1107.341	0.167
626.112	27.677	-0.006	0.304	-0.009	1123.182	0.169
626.144	27.696	0.000	0.304	-0.001	1114.652	0.162
626.176	27.677	-0.006	0.304	-0.001	1107.341	0.169
626.208	27.671	-0.006	0.312	-0.001	1106.123	0.167
626.240	27.677	-0.006	0.304	-0.009	1121.963	0.163
626.272	27.683	-0.012	0.312	-0.001	1115.871	0.171
626.304	27.671	-0.018	0.304	0.007	1108.560	0.166
626.336	27.677	0.000	0.320	-0.009	1102.467	0.163
626.368	27.665	-0.006	0.312	-0.001	1124.400	0.168
626.400	27.659	0.000	0.304	-0.001	1115.871	0.162
626.432	27.671	-0.006	0.312	-0.009	1110.997	0.169
626.464	27.671	-0.006	0.304	-0.009	1104.904	0.166
626.496	27.665	0.000	0.296	0.007	1121.963	0.164
626.528	27.671	-0.006	0.304	-0.001	1117.089	0.168
626.560	27.671	-0.006	0.296	0.007	1110.997	0.164
626.592	27.665	-0.006	0.304	0.007	1101.249	0.172
626.624	27.665	-0.018	0.296	-0.009	1120.745	0.168
626.656	27.659	-0.012	0.296	-0.001	1120.745	0.164
626.688	27.659	-0.006	0.304	-0.009	1112.215	0.172
626.720	27.653	-0.012	0.304	0.007	1104.904	0.163
626.752	27.653	0.000	0.304	0.007	1114.652	0.164
626.784	27.653	-0.006	0.304	-0.001	1119.526	0.168
626.816	27.635	0.000	0.304	-0.001	1112.215	0.162
626.848	27.647	-0.006	0.304	-0.009	1107.341	0.171
626.880	27.647	-0.006	0.304	0.007	1113.434	0.169
626.912	27.647	-0.006	0.288	0.015	1120.745	0.166
626.944	27.647	-0.006	0.304	0.007	1115.871	0.172
626.976	27.653	0.000	0.304	-0.009	1104.904	0.164
627.008	27.641	0.000	0.304	-0.001	1107.341	0.167
627.040	27.647	0.000	0.288	-0.001	1123.182	0.168
627.072	27.641	-0.006	0.288	-0.001	1114.652	0.163
627.104	27.635	-0.006	0.288	0.007	1109.778	0.171
627.136	27.647	-0.006	0.288	0.007	1107.341	0.167
627.168	27.641	-0.006	0.296	0.007	1121.963	0.163
627.200	27.647	0.000	0.279	-0.009	1115.871	0.171
627.232	27.641	0.000	0.288	-0.009	1109.778	0.166
627.264	27.635	-0.006	0.288	-0.009	1101.249	0.167
627.296	27.629	-0.006	0.288	-0.001	1123.182	0.169
627.328	27.641	0.000	0.279	-0.009	1117.089	0.166
627.360	27.635	0.000	0.279	0.007	1109.778	0.172
627.392	27.629	0.000	0.279	0.007	1102.467	0.167
627.424	27.641	-0.006	0.279	-0.001	1113.434	0.166
627.456	27.635	-0.012	0.271	0.007	1118.308	0.169
627.488	27.629	-0.006	0.271	-0.001	1110.997	0.166
627.520	27.623	0.000	0.271	0.007	1104.904	0.169
627.552	27.629	-0.018	0.255	0.007	1109.778	0.169
627.584	27.623	-0.012	0.271	-0.001	1119.526	0.166
627.616	27.623	-0.006	0.271	-0.009	1113.434	0.172
627.648	27.623	-0.006	0.255	-0.001	1104.904	0.163
627.680	27.616	-0.006	0.263	-0.001	1102.467	0.167
627.712	27.623	-0.006	0.263	-0.001	1120.745	0.169
627.744	27.616	-0.006	0.263	-0.001	1113.434	0.162
627.776	27.616	0.000	0.263	0.007	1107.341	0.171
627.808	27.610	-0.006	0.271	0.007	1107.341	0.166
627.840	27.623	-0.012	0.263	0.007	1118.308	0.166
627.872	27.610	-0.006	0.255	-0.001	1117.089	0.167
627.904	27.610	-0.006	0.263	0.007	1107.341	0.162
627.936	27.604	-0.006	0.255	-0.001	1102.467	0.169
627.968	27.610	0.000	0.255	0.007	1115.871	0.167
628.000	27.616	-0.006	0.271	-0.001	1117.089	0.162
628.032	27.604	0.000	0.247	-0.001	1109.778	0.167
628.064	27.610	-0.006	0.255	-0.009	1102.467	0.163
628.096	27.604	-0.012	0.255	0.007	1110.997	0.163
628.128	27.598	-0.006	0.263	-0.001	1118.308	0.167
628.160	27.604	-0.006	0.263	-0.001	1109.778	0.162
628.192	27.598	0.006	0.255	-0.009	1106.123	0.171
628.224	27.592	-0.012	0.247	-0.009	1106.123	0.166
628.256	27.592	-0.006	0.247	-0.009	1119.526	0.164
628.288	27.598	-0.006	0.255	0.007	1114.652	0.169
628.320	27.598	0.000	0.255	0.007	1106.123	0.162
628.352	27.592	-0.006	0.255	0.007	1100.030	0.163
628.384	27.598	-0.006	0.263	0.007	1120.745	0.167
628.416	27.592	-0.006	0.263	0.007	1113.434	0.160
628.448	27.592	0.000	0.263	0.007	1107.341	0.168
628.480	27.592	0.000	0.255	0.007	1108.560	0.163
628.512	27.586	-0.006	0.255	-0.001	1114.652	0.163
628.544	27.592	-0.006	0.263	-0.001	1114.652	0.166
628.576	27.598	0.000	0.271	0.015	1108.560	0.160
628.608	27.586	-0.006	0.271	-0.001	1104.904	0.168
628.640	27.580	0.000	0.263	-0.009	1114.652	0.167
628.672	27.586	0.000	0.255	-0.001	1117.089	0.162
628.704	27.586	0.000	0.255	0.007	1110.997	0.168
628.736	27.586	-0.012	0.263	-0.001	1102.467	0.161
628.768	27.574	-0.006	0.271	-0.009	1107.341	0.164
628.800	27.580	0.006	0.255	-0.001	1119.526	0.167
628.832	27.580	-0.006	0.247	-0.009	1110.997	0.161
628.864	27.568	-0.012	0.255	0.007	1106.123	0.171
628.896	27.574	0.000	0.255	0.007	1102.467	0.168
628.928	27.580	-0.006	0.263	0.007	1119.526	0.164
628.960	27.574	-0.006	0.271	0.007	1115.871	0.169
628.992	27.574	-0.006	0.255	-0.009	1104.904	0.162
629.024	27.574	-0.012	0.255	-0.017	1093.938	0.168
629.056	27.568	-0.006	0.255	0.007	1117.089	0.167
629.088	27.568	-0.006	0.239	-0.001	1114.652	0.162
629.120	27.568	-0.006	0.247	-0.001	1108.560	0.168
629.152	27.562	-0.006	0.239	-0.001	1100.030	0.163
629.184	27.574	0.000	0.255	-0.009	1107.341	0.163
629.216	27.568	0.000	0.239	-0.009	1118.308	0.167
629.248	27.574	-0.006	0.247	-0.001	1109.778	0.162
629.280	27.562	-0.012	0.239	-0.001	1103.686	0.168
629.312	27.568	-0.006	0.230	0.007	1098.812	0.166
629.344	27.562	-0.006	0.230	-0.001	1118.308	0.162
629.376	27.562	0.000	0.247	-0.001	1112.215	0.168
629.408	27.556	-0.006	0.247	-0.001	1103.686	0.162
629.440	27.562	-0.012	0.230	-0.001	1095.156	0.168
629.472	27.562	0.000	0.222	-0.001	1109.778	0.168
629.504	27.562	-0.006	0.239	-0.001	1113.434	0.162
629.536	27.556	0.000	0.230	-0.001	1107.341	0.172
629.568	27.556	-0.012	0.239	0.007	1098.812	0.164
629.600	27.556	-0.006	0.239	-0.001	1098.812	0.167
629.632	27.550	0.000	0.247	-0.009	1118.308	0.169
629.664	27.556	-0.006	0.239	-0.009	1107.341	0.163
629.696	27.556	0.000	0.239	-0.001	1101.249	0.169
629.728	27.543	0.000	0.222	-0.001	1102.467	0.163
629.760	27.543	-0.006	0.230	-0.001	1110.997	0.164
629.792	27.543	-0.006	0.239	-0.001	1110.997	0.169
629.824	27.543	-0.006	0.222	0.007	1102.467	0.163
629.856	27.543	-0.006	0.230	-0.001	1096.375	0.168
629.888	27.537	-0.006	0.239	0.007	1103.686	0.166
629.920	27.550	-0.012	0.230	-0.001	1114.652	0.164
629.952	27.537	-0.006	0.230	-0.009	1107.341	0.169
629.984	27.537	-0.006	0.239	-0.009	1100.030	0.163
630.016	27.550	-0.006	0.239	-0.001	1098.812	0.164
630.048	27.537	-0.006	0.230	-0.009	1114.652	0.166
630.080	27.525	-0.012	0.239	0.007	1107.341	0.160
630.112	27.531	-0.006	0.239	-0.009	1101.249	0.169
630.144	27.537	0.000	0.230	-0.001	1100.030	0.164
630.176	27.543	-0.006	0.230	-0.009	1112.215	0.162
630.208	27.531	-0.012	0.230	0.007	1110.997	0.167
630.240	27.531	-0.006	0.239	0.007	1101.249	0.162
630.272	27.531	-0.012	0.239	-0.001	1097.593	0.168
630.304	27.525	-0.006	0.247	-0.001	1108.560	0.167
630.336	27.525	-0.012	0.239	-0.009	1112.215	0.163
630.368	27.525	-0.006	0.239	0.007	1104.904	0.169
630.400	27.531	-0.006	0.222	-0.009	1097.593	0.163
630.432	27.531	-0.006	0.230	-0.001	1100.030	0.163
630.464	27.525	-0.006	0.230	-0.017	1114.652	0.167
630.496	27.519	0.000	0.239	0.007	1107.341	0.161
630.528	27.525	-0.006	0.239	0.007	1102.467	0.168
630.560	27.519	-0.006	0.230	-0.009	1095.156	0.161
630.592	27.519	-0.006	0.230	-0.001	1115.871	0.162
630.624	27.525	-0.006	0.222	-0.001	1110.997	0.163
630.656	27.519	-0.006	0.239	-0.001	1102.467	0.160
630.688	27.513	-0.006	0.230	-0.001	1096.375	0.167
630.720	27.519	-0.012	0.222	-0.001	1109.778	0.166
630.752	27.513	-0.006	0.222	-0.001	1110.997	0.161
630.784	27.513	-0.012	0.222	-0.001	1107.341	0.169
630.816	27.519	-0.018	0.222	-0.001	1097.593	0.163
630.848	27.519	-0.018	0.230	-0.001	1102.467	0.164
630.880	27.513	-0.012	0.222	-0.001	1114.652	0.166
630.912	27.507	-0.018	0.214	-0.001	1106.123	0.161
630.944	27.513	-0.006	0.222	-0.001	1103.686	0.168
630.976	27.507	-0.006	0.206	-0.001	1096.375	0.167
631.008	27.507	-0.006	0.206	-0.001	1114.652	0.163
631.040	27.507	-0.012	0.198	-0.001	1107.341	0.166
631.072	27.507	-0.006	0.206	-0.001	1103.686	0.162
631.104	27.513	-0.006	0.206	-0.009	1097.593	0.167
631.136	27.507	-0.006	0.189	-0.009	1108.560	0.166
631.168	27.507	-0.006	0.198	0.007	1110.997	0.162
631.200	27.501	-0.006	0.206	-0.001	1103.686	0.167
631.232	27.507	0.000	0.181	-0.009	1098.812	0.162
631.264	27.501	0.000	0.181	-0.001	1098.812	0.161
631.296	27.507	-0.006	0.189	-0.009	1117.089	0.167
631.328	27.501	0.000	0.198	0.015	1107.341	0.160
631.360	27.501	0.000	0.198	-0.001	1101.249	0.167
631.392	27.501	-0.006	0.189	0.007	1096.375	0.162
631.424	27.507	0.000	0.181	-0.001	1112.215	0.163
631.456	27.495	-0.006	0.189	-0.001	1108.560	0.167
631.488	27.501	-0.006	0.189	0.007	1102.467	0.163
631.520	27.501	-0.012	0.189	-0.009	1095.156	0.168
631.552	27.501	-0.012	0.189	-0.001	1103.686	0.167
631.584	27.501	-0.006	0.189	-0.001	1110.997	0.163
631.616	27.495	-0.006	0.198	-0.009	1104.904	0.169
631.648	27.489	-0.006	0.189	-0.017	1097.593	0.161
631.680	27.495	-0.006	0.189	-0.001	1092.719	0.163
631.712	27.495	-0.012	0.198	-0.001	1114.652	0.166
631.744	27.489	-0.006	0.181	0.007	1104.904	0.160
631.776	27.495	-0.006	0.189	-0.001	1101.249	0.167
631.808	27.489	-0.006	0.189	-0.001	1092.719	0.162
631.840	27.489	-0.006	0.189	-0.001	1100.030	0.162
631.872	27.476	-0.006	0.198	-0.001	1112.215	0.164
631.904	27.489	-0.006	0.189	-0.001	1102.467	0.157
631.936	27.483	0.000	0.206	0.015	1097.593	0.169
631.968	27.489	0.000	0.189	-0.001	1091.501	0.166
632.000	27.476	-0.006	0.206	-0.001	1107.341	0.163
632.032	27.483	0.006	0.198	0.007	1107.341	0.167
632.064	27.476	0.000	0.189	-0.009	1097.593	0.163
632.096	27.483	0.000	0.198	0.007	1092.719	0.167
632.128	27.470	0.000	0.189	-0.009	1098.812	0.166
632.160	27.483	-0.006	0.198	-0.001	1108.560	0.161
632.192	27.476	0.000	0.198	-0.001	1101.249	0.169
632.224	27.476	-0.012	0.198	0.007	1093.938	0.162
632.256	27.464	-0.006	0.198	-0.009	1087.846	0.164
632.288	27.476	-0.006	0.189	0.007	1110.997	0.166
632.320	27.483	-0.006	0.198	-0.001	1102.467	0.158
632.352	27.464	-0.006	0.198	0.007	1098.812	0.169
632.384	27.464	-0.012	0.198	-0.001	1090.283	0.162
632.416	27.470	-0.006	0.189	-0.001	1104.904	0.162
632.448	27.464	0.000	0.189	-0.001	1108.560	0.166
632.480	27.470	-0.006	0.198	-0.001	1100.030	0.162
632.512	27.470	-0.006	0.206	0.015	1093.938	0.168
632.544	27.458	0.006	0.206	0.015	1097.593	0.166
632.576	27.464	-0.006	0.189	-0.001	1108.560	0.162
632.608	27.458	-0.006	0.198	-0.001	1103.686	0.169
632.640	27.464	-0.006	0.189	-0.001	1095.156	0.162
632.672	27.464	-0.006	0.198	-0.001	1090.283	0.164
632.704	27.464	0.000	0.181	0.007	1110.997	0.169
632.736	27.464	-0.006	0.181	-0.001	1104.904	0.162
632.768	27.464	-0.006	0.189	-0.001	1100.030	0.169
632.800	27.464	-0.006	0.181	0.007	1091.501	0.162
632.832	27.464	-0.006	0.181	-0.001	1101.249	0.163
632.864	27.458	-0.012	0.173	0.007	1109.778	0.167
632.896	27.458	-0.006	0.181	-0.009	1101.249	0.158
632.928	27.470	0.000	0.173	-0.009	1097.593	0.168
632.960	27.464	-0.012	0.165	-0.009	1093.938	0.163
632.992	27.452	-0.006	0.165	0.015	1110.997	0.162
633.024	27.464	0.000	0.165	-0.001	1106.123	0.169
633.056	27.458	-0.006	0.165	-0.001	1098.812	0.161
633.088	27.452	0.000	0.165	-0.001	1089.064	0.166
633.120	27.452	0.000	0.165	-0.001	1108.560	0.166
633.152	27.464	-0.006	0.173	0.007	1106.123	0.162
633.184	27.464	-0.012	0.173	0.007	1100.030	0.167
633.216	27.458	-0.006	0.157	-0.001	1092.719	0.161
633.248	27.458	-0.012	0.157	-0.001	1098.812	0.162
633.280	27.446	-0.012	0.165	0.007	1110.997	0.166
633.312	27.452	-0.012	0.157	0.007	1101.249	0.160
633.344	27.446	-0.006	0.157	-0.001	1097.593	0.168
633.376	27.452	-0.012	0.165	0.007	1092.719	0.166
633.408	27.452	-0.006	0.173	-0.009	1110.997	0.162
633.440	27.446	-0.006	0.157	-0.009	1106.123	0.166
633.472	27.458	0.006	0.165	-0.001	1097.593	0.160
633.504	27.452	0.000	0.165	-0.001	1092.719	0.166
633.536	27.446	-0.006	0.165	-0.001	1102.467	0.166
633.568	27.446	-0.006	0.165	-0.017	1108.560	0.161
633.600	27.440	-0.006	0.157	-0.001	1102.467	0.167
633.632	27.446	-0.006	0.157	0.007	1095.156	0.163
633.664	27.446	0.000	0.173	-0.001	1090.283	0.163
633.696	27.446	0.000	0.173	0.007	1110.997	0.166
633.728	27.446	-0.006	0.173	-0.017	1103.686	0.161
633.760	27.446	-0.006	0.157	-0.009	1097.593	0.168
633.792	27.446	0.000	0.165	0.007	1090.283	0.163
