Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
0.000	40.164	0.006	1.156	0.007	1594.735	-0.004
0.032	40.158	0.000	1.140	-0.009	1594.735	-0.005
0.064	40.158	0.000	1.148	-0.001	1582.550	-0.006
0.096	40.164	0.000	1.148	-0.001	1583.768	-0.009
0.128	40.152	-0.006	1.156	-0.009	1591.079	-0.010
0.160	40.146	-0.006	1.164	-0.001	1598.390	-0.009
0.192	40.146	-0.018	1.148	-0.001	1583.768	-0.008
0.224	40.146	-0.012	1.172	-0.009	1575.239	-0.000
0.256	40.146	0.000	1.156	0.007	1588.642	-0.003
0.288	40.140	-0.006	1.164	-0.001	1595.953	-0.004
0.320	40.140	-0.012	1.164	-0.009	1595.953	-0.004
0.352	40.146	-0.006	1.156	-0.001	1583.768	-0.005
0.384	40.140	-0.006	1.156	-0.001	1586.205	-0.009
0.416	40.128	-0.012	1.148	0.007	1593.516	-0.010
0.448	40.134	0.000	1.156	-0.001	1598.390	-0.009
0.480	40.134	0.000	1.156	-0.001	1587.424	-0.006
0.512	40.134	-0.006	1.148	-0.009	1580.113	-0.003
0.544	40.128	0.006	1.164	-0.001	1591.079	-0.003
0.576	40.128	-0.012	1.156	-0.001	1595.953	-0.004
0.608	40.134	-0.006	1.156	-0.001	1595.953	-0.004
0.640	40.134	0.000	1.148	-0.001	1582.550	-0.004
0.672	40.116	-0.006	1.148	-0.001	1587.424	-0.006
0.704	40.116	-0.006	1.140	-0.001	1592.298	-0.009
0.736	40.116	-0.006	1.140	-0.001	1599.609	-0.004
0.768	40.110	-0.006	1.148	0.007	1584.987	-0.005
0.800	40.104	-0.006	1.140	-0.001	1583.768	-0.000
0.832	40.110	-0.006	1.131	0.007	1591.079	-0.000
0.864	40.098	0.000	1.131	-0.001	1599.609	-0.002
0.896	40.104	-0.006	1.123	-0.001	1588.642	-0.000
0.928	40.091	-0.006	1.123	-0.001	1580.113	-0.006
0.960	40.098	-0.018	1.123	-0.001	1587.424	-0.008
0.992	40.091	0.006	1.107	0.007	1592.298	-0.006
1.024	40.098	-0.012	1.107	-0.001	1588.642	-0.005
1.056	40.122	-0.006	1.123	-0.009	1578.894	-0.004
1.088	40.116	0.000	1.107	-0.001	1584.987	0.001
1.120	40.128	-0.006	1.123	-0.009	1593.516	0.003
1.152	40.134	-0.006	1.115	-0.017	1597.172	0.001
1.184	40.158	0.006	1.123	-0.009	1583.768	0.001
1.216	40.164	-0.012	1.123	-0.001	1583.768	-0.005
1.248	40.171	-0.006	1.123	-0.009	1589.861	-0.004
1.280	40.189	-0.006	1.131	-0.001	1594.735	-0.004
1.312	40.207	-0.006	1.131	-0.001	1588.642	-0.004
1.344	40.225	-0.006	1.131	0.007	1578.894	-0.002
1.376	40.231	-0.012	1.131	-0.001	1588.642	0.001
1.408	40.244	-0.006	1.156	-0.001	1594.735	-0.000
1.440	40.262	-0.006	1.148	0.007	1595.953	-0.003
1.472	40.280	0.000	1.148	-0.001	1583.768	-0.004
1.504	40.298	-0.006	1.156	-0.001	1583.768	-0.006
1.536	40.311	-0.012	1.156	-0.001	1588.642	-0.009
1.568	40.323	-0.006	1.172	0.007	1595.953	-0.008
1.600	40.335	-0.012	1.172	0.007	1584.987	-0.006
1.632	40.341	-0.006	1.164	-0.001	1577.676	-0.000
1.664	40.353	-0.012	1.172	0.007	1588.642	-0.000
1.696	40.353	-0.006	1.172	-0.001	1595.953	-0.003
1.728	40.341	-0.018	1.172	-0.001	1594.735	-0.002
1.760	40.347	-0.006	1.172	-0.001	1581.331	-0.003
1.792	40.347	-0.012	1.172	-0.001	1584.987	-0.008
1.824	40.323	-0.012	1.189	-0.001	1593.516	-0.009
1.856	40.323	-0.006	1.189	-0.001	1595.953	-0.005
1.888	40.311	0.000	1.180	-0.009	1583.768	-0.006
1.920	40.292	-0.006	1.189	0.007	1583.768	-0.000
1.952	40.268	0.000	1.189	-0.001	1592.298	0.001
1.984	40.244	-0.012	1.180	0.007	1599.609	-0.000
2.016	40.225	-0.006	1.189	-0.017	1588.642	-0.002
2.048	40.201	-0.012	1.180	-0.001	1582.550	-0.008
2.080	40.189	0.000	1.172	-0.001	1586.205	-0.006
2.112	40.164	-0.006	1.172	-0.009	1593.516	-0.005
2.144	40.146	-0.006	1.172	-0.009	1588.642	-0.005
2.176	40.116	-0.012	1.164	0.007	1577.676	-0.004
2.208	40.110	-0.006	1.164	-0.001	1586.205	-0.000
2.240	40.116	-0.006	1.140	-0.009	1592.298	-0.002
2.272	40.110	-0.006	1.148	-0.001	1595.953	-0.004
2.304	40.104	0.000	1.148	-0.009	1584.987	-0.004
2.336	40.091	0.000	1.156	-0.001	1582.550	-0.006
2.368	40.098	-0.012	1.164	-0.001	1587.424	-0.006
2.400	40.079	0.000	1.164	-0.001	1595.953	-0.005
2.432	40.067	-0.012	1.156	-0.009	1588.642	-0.004
2.464	40.073	-0.006	1.172	-0.001	1580.113	-0.004
2.496	40.073	-0.006	1.172	-0.001	1587.424	-0.002
2.528	40.055	0.000	1.172	0.007	1592.298	-0.002
2.560	40.055	-0.012	1.156	0.007	1595.953	-0.003
2.592	40.061	-0.006	1.164	0.007	1584.987	-0.004
2.624	40.049	-0.006	1.172	0.007	1583.768	-0.008
2.656	40.055	-0.006	1.172	-0.001	1591.079	-0.009
2.688	40.049	-0.006	1.172	-0.001	1593.516	-0.010
2.720	40.055	-0.018	1.172	0.007	1586.205	-0.006
2.752	40.055	0.000	1.172	-0.001	1580.113	-0.004
2.784	40.055	-0.012	1.180	-0.001	1588.642	-0.000
2.816	40.061	-0.006	1.172	-0.009	1593.516	-0.000
2.848	40.073	0.000	1.172	-0.001	1597.172	-0.002
2.880	40.067	-0.006	1.180	-0.009	1582.550	-0.004
2.912	40.079	-0.006	1.164	0.007	1583.768	-0.006
2.944	40.085	-0.006	1.172	-0.001	1592.298	-0.009
2.976	40.098	-0.006	1.172	-0.001	1595.953	-0.005
3.008	40.104	-0.006	1.164	0.007	1582.550	-0.005
3.040	40.116	-0.006	1.164	-0.001	1582.550	-0.002
3.072	40.122	-0.006	1.172	-0.001	1588.642	-0.002
3.104	40.128	-0.006	1.172	-0.001	1597.172	-0.004
3.136	40.134	0.000	1.172	0.015	1587.424	-0.004
3.168	40.140	-0.006	1.164	-0.001	1587.424	-0.009
3.200	40.134	-0.006	1.164	-0.001	1586.205	-0.009
3.232	40.158	-0.006	1.172	-0.001	1592.298	-0.008
3.264	40.152	0.000	1.164	-0.001	1588.642	-0.008
3.296	40.152	0.000	1.156	0.007	1578.894	-0.006
3.328	40.158	-0.006	1.156	-0.001	1586.205	-0.003
3.360	40.164	-0.012	1.156	-0.001	1593.516	-0.002
3.392	40.177	0.000	1.156	0.007	1599.609	-0.006
3.424	40.164	-0.006	1.164	-0.001	1588.642	-0.004
3.456	40.164	-0.006	1.140	0.007	1582.550	-0.006
3.488	40.158	-0.006	1.156	-0.001	1586.205	-0.010
3.520	40.158	-0.012	1.156	0.015	1593.516	-0.011
3.552	40.164	-0.006	1.148	0.007	1591.079	-0.005
3.584	40.164	0.000	1.148	-0.001	1580.113	-0.006
3.616	40.158	-0.012	1.148	-0.009	1587.424	-0.003
3.648	40.158	0.000	1.148	-0.001	1592.298	-0.002
3.680	40.152	-0.006	1.164	-0.001	1598.390	-0.003
3.712	40.158	-0.006	1.156	-0.001	1589.861	-0.003
3.744	40.152	-0.006	1.164	-0.001	1582.550	-0.006
3.776	40.158	-0.012	1.164	0.015	1588.642	-0.006
3.808	40.158	0.006	1.172	0.007	1594.735	-0.005
3.840	40.164	-0.006	1.172	0.007	1591.079	-0.004
3.872	40.177	0.000	1.180	-0.001	1578.894	-0.005
3.904	40.201	-0.006	1.172	0.007	1588.642	-0.000
3.936	40.213	-0.006	1.172	-0.001	1594.735	-0.000
3.968	40.219	-0.006	1.172	0.007	1595.953	-0.003
4.000	40.238	-0.006	1.172	0.007	1583.768	-0.002
4.032	40.262	-0.006	1.189	0.007	1583.768	-0.006
4.064	40.280	-0.012	1.180	0.007	1589.861	-0.006
4.096	40.292	-0.012	1.180	-0.009	1597.172	-0.006
4.128	40.305	0.000	1.180	-0.009	1582.550	-0.005
4.160	40.329	0.000	1.197	-0.001	1581.331	0.002
4.192	40.359	0.000	1.180	-0.001	1589.861	0.001
4.224	40.365	-0.012	1.189	0.015	1594.735	-0.003
4.256	40.378	0.000	1.197	0.007	1592.298	-0.002
4.288	40.402	-0.006	1.189	-0.001	1583.768	0.001
4.320	40.414	-0.006	1.197	0.007	1584.987	-0.005
4.352	40.426	-0.012	1.197	-0.001	1591.079	-0.005
4.384	40.438	-0.006	1.205	0.007	1598.390	-0.004
4.416	40.463	-0.006	1.205	-0.001	1583.768	-0.003
4.448	40.475	-0.006	1.205	-0.001	1584.987	0.002
4.480	40.475	0.000	1.213	-0.001	1591.079	0.001
4.512	40.475	0.000	1.213	0.007	1595.953	-0.000
4.544	40.481	-0.012	1.213	0.007	1592.298	-0.002
4.576	40.481	-0.006	1.205	0.007	1583.768	-0.002
4.608	40.463	-0.006	1.205	-0.001	1586.205	-0.005
4.640	40.469	0.000	1.205	0.007	1592.298	-0.009
4.672	40.445	-0.006	1.213	-0.001	1595.953	-0.004
4.704	40.432	-0.006	1.205	0.007	1580.113	-0.004
4.736	40.420	0.000	1.205	0.015	1587.424	-0.000
4.768	40.396	0.000	1.205	-0.001	1592.298	-0.002
4.800	40.378	0.006	1.205	-0.001	1597.172	-0.004
4.832	40.347	-0.006	1.205	-0.001	1588.642	-0.003
4.864	40.323	-0.006	1.205	0.007	1581.331	-0.006
4.896	40.292	-0.012	1.189	-0.009	1587.424	-0.008
4.928	40.274	-0.006	1.221	-0.017	1593.516	-0.009
4.960	40.238	-0.006	1.230	-0.001	1589.861	-0.006
4.992	40.219	-0.006	1.221	-0.009	1577.676	-0.006
5.024	40.195	-0.006	1.221	-0.001	1586.205	-0.002
5.056	40.213	-0.018	1.221	0.007	1593.516	-0.003
5.088	40.207	0.006	1.221	-0.001	1592.298	-0.002
5.120	40.195	-0.006	1.221	0.007	1581.331	-0.003
5.152	40.189	-0.006	1.205	-0.001	1582.550	-0.009
5.184	40.183	-0.012	1.205	0.007	1589.861	-0.009
5.216	40.177	-0.006	1.221	-0.001	1593.516	-0.006
5.248	40.171	-0.006	1.213	-0.009	1580.113	-0.005
5.280	40.164	0.000	1.221	-0.009	1581.331	-0.000
5.312	40.158	-0.012	1.213	0.015	1589.861	0.001
5.344	40.152	0.006	1.205	-0.001	1594.735	-0.004
5.376	40.158	-0.006	1.197	-0.001	1588.642	-0.003
5.408	40.152	0.000	1.213	-0.001	1582.550	-0.006
5.440	40.146	-0.006	1.205	-0.009	1584.987	-0.005
5.472	40.152	-0.006	1.205	-0.001	1593.516	-0.011
5.504	40.146	0.000	1.205	0.007	1591.079	-0.005
5.536	40.152	0.000	1.197	-0.001	1578.894	-0.005
5.568	40.152	-0.006	1.197	0.007	1584.987	-0.003
5.600	40.152	-0.012	1.189	-0.009	1591.079	-0.000
5.632	40.152	-0.012	1.189	-0.001	1597.172	-0.004
5.664	40.152	0.000	1.189	0.007	1586.205	-0.003
5.696	40.158	0.000	1.197	0.007	1580.113	-0.006
5.728	40.164	0.000	1.189	-0.009	1588.642	-0.008
5.760	40.164	-0.006	1.180	-0.001	1589.861	-0.008
5.792	40.164	-0.006	1.189	-0.001	1587.424	-0.006
5.824	40.164	0.000	1.189	-0.001	1577.676	-0.005
5.856	40.171	-0.006	1.164	-0.001	1588.642	-0.002
5.888	40.177	-0.006	1.172	-0.009	1592.298	-0.000
5.920	40.164	-0.006	1.172	0.007	1595.953	-0.004
5.952	40.171	-0.006	1.164	-0.001	1581.331	-0.003
5.984	40.171	0.000	1.172	-0.009	1581.331	-0.009
6.016	40.171	0.000	1.164	-0.001	1588.642	-0.010
6.048	40.164	-0.006	1.156	-0.001	1595.953	-0.008
6.080	40.164	0.000	1.156	-0.009	1581.331	-0.006
6.112	40.171	-0.006	1.164	-0.001	1578.894	-0.002
6.144	40.171	-0.006	1.148	-0.009	1588.642	-0.002
6.176	40.164	0.006	1.156	0.007	1595.953	-0.005
6.208	40.164	-0.012	1.148	-0.001	1588.642	-0.004
6.240	40.171	-0.006	1.156	-0.001	1587.424	-0.008
6.272	40.164	-0.006	1.148	0.007	1583.768	-0.008
6.304	40.164	-0.006	1.172	0.007	1592.298	-0.009
6.336	40.158	-0.006	1.164	-0.001	1588.642	-0.006
6.368	40.158	0.000	1.172	-0.001	1575.239	-0.005
6.400	40.152	-0.012	1.156	0.007	1582.550	-0.002
6.432	40.152	-0.006	1.164	-0.009	1589.861	-0.000
6.464	40.152	0.000	1.164	0.007	1593.516	-0.004
6.496	40.140	0.000	1.164	-0.009	1581.331	-0.003
6.528	40.140	0.000	1.164	-0.001	1578.894	-0.008
6.560	40.146	-0.006	1.172	0.007	1588.642	-0.008
6.592	40.146	-0.006	1.164	-0.001	1589.861	-0.013
6.624	40.158	-0.006	1.172	-0.001	1584.987	-0.003
6.656	40.171	-0.006	1.172	-0.001	1576.457	-0.004
6.688	40.177	0.000	1.164	-0.001	1586.205	-0.003
6.720	40.189	-0.006	1.164	-0.017	1592.298	-0.000
6.752	40.201	-0.006	1.164	-0.009	1592.298	-0.004
6.784	40.213	-0.012	1.156	-0.001	1580.113	-0.005
6.816	40.231	-0.006	1.156	-0.001	1582.550	-0.008
6.848	40.250	-0.006	1.164	-0.001	1588.642	-0.009
6.880	40.256	-0.006	1.148	0.007	1595.953	-0.005
6.912	40.274	-0.006	1.172	-0.017	1584.987	-0.008
6.944	40.292	-0.006	1.172	-0.009	1580.113	-0.000
6.976	40.311	-0.006	1.156	-0.001	1587.424	-0.003
7.008	40.323	0.000	1.164	-0.001	1594.735	-0.004
7.040	40.341	-0.012	1.164	-0.001	1587.424	-0.004
7.072	40.353	-0.006	1.172	-0.001	1580.113	-0.005
7.104	40.359	-0.012	1.156	-0.009	1582.550	-0.008
7.136	40.371	-0.006	1.156	-0.009	1591.079	-0.009
7.168	40.384	-0.006	1.156	-0.001	1589.861	-0.006
7.200	40.396	-0.006	1.156	-0.009	1578.894	-0.004
7.232	40.408	0.006	1.156	-0.001	1583.768	0.002
7.264	40.408	0.000	1.164	-0.001	1592.298	0.001
7.296	40.408	-0.006	1.156	-0.001	1595.953	-0.002
7.328	40.408	-0.012	1.156	-0.001	1582.550	-0.002
7.360	40.396	0.000	1.156	-0.009	1580.113	-0.005
7.392	40.390	-0.012	1.148	0.007	1587.424	-0.006
7.424	40.378	0.000	1.148	-0.001	1592.298	-0.003
7.456	40.359	-0.012	1.164	-0.001	1583.768	-0.003
7.488	40.347	-0.006	1.164	-0.009	1571.584	0.001
7.520	40.323	-0.006	1.164	0.007	1586.205	0.002
7.552	40.298	-0.006	1.180	-0.001	1592.298	-0.000
7.584	40.280	-0.006	1.164	-0.001	1584.987	-0.000
7.616	40.250	-0.006	1.172	-0.009	1581.331	-0.004
7.648	40.225	-0.006	1.172	0.007	1581.331	-0.005
7.680	40.201	0.000	1.172	-0.001	1589.861	-0.008
7.712	40.164	0.000	1.172	-0.001	1587.424	-0.002
7.744	40.152	-0.006	1.172	-0.001	1574.021	-0.003
7.776	40.164	0.000	1.172	0.007	1583.768	-0.000
7.808	40.164	0.000	1.172	-0.001	1588.642	0.002
7.840	40.158	-0.006	1.172	-0.001	1593.516	-0.002
7.872	40.146	-0.012	1.164	0.007	1582.550	-0.002
7.904	40.146	-0.006	1.164	-0.009	1580.113	-0.005
7.936	40.134	-0.006	1.164	0.007	1586.205	-0.005
7.968	40.134	0.000	1.164	-0.001	1587.424	-0.011
8.000	40.122	-0.006	1.164	0.007	1586.205	-0.006
8.032	40.116	-0.006	1.156	-0.001	1576.457	-0.005
8.064	40.110	-0.006	1.164	-0.001	1582.550	-0.003
8.096	40.104	0.000	1.156	-0.001	1591.079	-0.003
8.128	40.110	0.000	1.148	-0.001	1593.516	-0.003
8.160	40.098	-0.006	1.156	-0.001	1578.894	-0.005
8.192	40.104	-0.006	1.140	-0.001	1581.331	-0.009
8.224	40.091	-0.006	1.140	-0.009	1587.424	-0.010
8.256	40.098	0.000	1.140	0.007	1595.953	-0.008
8.288	40.085	-0.006	1.131	0.007	1584.987	-0.009
8.320	40.085	-0.006	1.123	-0.001	1574.021	-0.003
8.352	40.079	-0.012	1.123	0.007	1587.424	-0.005
8.384	40.073	-0.006	1.107	-0.001	1594.735	-0.005
8.416	40.079	-0.006	1.107	-0.001	1592.298	-0.005
8.448	40.085	-0.006	1.115	-0.001	1580.113	-0.008
8.480	40.073	-0.006	1.090	0.007	1583.768	-0.010
8.512	40.073	-0.012	1.090	-0.001	1591.079	-0.011
8.544	40.079	-0.006	1.099	-0.009	1593.516	-0.010
8.576	40.073	-0.006	1.090	-0.001	1582.550	-0.010
8.608	40.073	-0.006	1.074	-0.009	1580.113	-0.003
8.640	40.067	-0.006	1.074	-0.001	1588.642	-0.004
8.672	40.079	-0.006	1.074	-0.017	1594.735	-0.006
8.704	40.073	-0.012	1.066	-0.001	1588.642	-0.006
8.736	40.079	-0.006	1.066	-0.001	1584.987	-0.008
8.768	40.073	-0.006	1.066	-0.009	1584.987	-0.009
8.800	40.073	-0.006	1.082	-0.009	1591.079	-0.009
8.832	40.079	0.006	1.066	-0.001	1591.079	-0.005
8.864	40.073	0.006	1.049	-0.009	1576.457	-0.006
8.896	40.079	-0.006	1.058	0.007	1583.768	-0.000
8.928	40.061	-0.006	1.074	-0.001	1589.861	-0.002
8.960	40.067	-0.006	1.066	0.007	1597.172	-0.003
8.992	40.055	-0.006	1.066	0.007	1584.987	-0.002
9.024	40.061	-0.006	1.066	0.007	1580.113	-0.006
9.056	40.055	-0.012	1.074	0.007	1586.205	-0.008
9.088	40.049	0.006	1.066	-0.001	1594.735	-0.004
9.120	40.055	-0.012	1.074	-0.001	1582.550	-0.008
9.152	40.037	-0.006	1.049	-0.017	1577.676	-0.002
9.184	40.049	-0.012	1.058	-0.001	1587.424	-0.000
9.216	40.043	-0.006	1.049	-0.001	1591.079	-0.005
9.248	40.037	-0.006	1.049	-0.001	1586.205	-0.004
9.280	40.037	-0.006	1.049	-0.001	1581.331	-0.009
9.312	40.037	-0.006	1.049	-0.001	1583.768	-0.008
9.344	40.043	-0.006	1.041	0.007	1588.642	-0.005
9.376	40.049	-0.006	1.041	-0.001	1586.205	-0.006
9.408	40.067	-0.006	1.033	0.007	1575.239	-0.005
9.440	40.073	-0.006	1.033	-0.001	1580.113	-0.000
9.472	40.079	-0.006	1.025	-0.001	1588.642	-0.000
9.504	40.104	-0.006	1.025	-0.001	1591.079	-0.003
9.536	40.116	-0.006	1.017	-0.001	1581.331	-0.004
9.568	40.128	-0.006	1.033	0.007	1578.894	-0.005
9.600	40.140	-0.006	1.017	-0.001	1584.987	-0.006
9.632	40.164	0.000	1.017	0.007	1594.735	-0.004
9.664	40.177	0.000	1.025	-0.009	1581.331	-0.003
9.696	40.183	0.000	1.025	-0.001	1572.802	0.001
9.728	40.207	0.000	1.017	-0.009	1586.205	0.001
9.760	40.231	-0.006	1.008	-0.001	1592.298	-0.000
9.792	40.250	0.000	1.008	-0.001	1589.861	-0.000
9.824	40.262	-0.012	1.008	-0.001	1577.676	0.001
9.856	40.286	-0.006	1.000	0.007	1581.331	-0.004
9.888	40.305	-0.006	1.008	-0.001	1589.861	-0.006
9.920	40.305	0.000	1.008	-0.009	1591.079	-0.004
9.952	40.323	-0.018	0.992	-0.009	1578.894	-0.004
9.984	40.335	-0.006	1.000	-0.001	1580.113	-0.000
10.016	40.335	0.000	0.992	-0.001	1587.424	-0.000
10.048	40.335	-0.006	1.000	0.015	1595.953	-0.002
10.080	40.329	-0.012	1.008	0.007	1583.768	-0.004
10.112	40.329	-0.006	1.008	0.007	1577.676	-0.008
10.144	40.323	-0.006	1.000	-0.001	1584.987	-0.008
10.176	40.311	-0.006	1.008	-0.001	1589.861	-0.006
10.208	40.292	-0.006	1.017	-0.001	1587.424	-0.005
10.240	40.292	-0.006	1.008	-0.001	1576.457	-0.008
10.272	40.280	-0.012	1.008	-0.009	1583.768	-0.003
10.304	40.250	-0.012	1.025	0.007	1589.861	-0.002
10.336	40.219	-0.012	1.017	0.007	1593.516	-0.006
10.368	40.207	-0.012	1.017	0.007	1580.113	-0.006
10.400	40.189	-0.006	1.017	-0.009	1580.113	-0.011
10.432	40.158	0.000	1.025	-0.001	1588.642	-0.011
10.464	40.146	-0.006	1.008	-0.001	1591.079	-0.009
10.496	40.122	-0.006	1.008	-0.009	1578.894	-0.009
10.528	40.104	-0.006	1.008	-0.001	1578.894	-0.004
10.560	40.122	0.000	1.008	-0.001	1586.205	-0.003
10.592	40.110	-0.006	1.008	0.007	1592.298	-0.006
10.624	40.104	-0.006	1.008	0.007	1580.113	-0.006
10.656	40.098	-0.006	1.000	-0.009	1576.457	-0.010
10.688	40.091	-0.006	0.992	-0.001	1582.550	-0.009
10.720	40.091	-0.006	0.984	-0.001	1591.079	-0.009
10.752	40.079	-0.006	0.976	-0.001	1578.894	-0.006
10.784	40.085	-0.006	0.976	-0.009	1574.021	-0.004
10.816	40.085	-0.012	0.984	0.007	1582.550	-0.004
10.848	40.067	0.000	0.984	0.007	1589.861	-0.008
10.880	40.067	-0.012	0.976	-0.001	1583.768	-0.006
10.912	40.073	-0.006	0.968	-0.009	1574.021	-0.008
10.944	40.073	-0.006	0.959	-0.001	1580.113	-0.010
10.976	40.061	-0.006	0.951	-0.001	1587.424	-0.013
11.008	40.061	-0.006	0.959	-0.001	1587.424	-0.008
11.040	40.073	0.000	0.968	-0.001	1572.802	-0.008
11.072	40.073	-0.006	0.943	-0.001	1578.894	-0.002
11.104	40.085	-0.012	0.943	-0.001	1586.205	-0.002
11.136	40.091	-0.006	0.943	-0.009	1592.298	-0.006
11.168	40.098	-0.006	0.935	-0.001	1581.331	-0.004
11.200	40.098	0.000	0.927	-0.001	1576.457	-0.008
11.232	40.110	0.000	0.927	-0.009	1583.768	-0.008
11.264	40.116	-0.006	0.927	0.007	1586.205	-0.011
11.296	40.122	-0.012	0.918	-0.001	1583.768	-0.009
11.328	40.122	-0.006	0.918	-0.001	1571.584	-0.005
11.360	40.140	-0.012	0.910	-0.001	1582.550	-0.002
11.392	40.146	-0.006	0.927	0.007	1589.861	-0.003
11.424	40.158	-0.006	0.918	-0.009	1587.424	-0.004
11.456	40.177	-0.006	0.902	0.015	1575.239	-0.003
11.488	40.177	-0.006	0.918	-0.001	1577.676	-0.009
11.520	40.177	-0.006	0.918	-0.009	1587.424	-0.008
11.552	40.189	-0.006	0.918	-0.001	1591.079	-0.005
11.584	40.195	-0.012	0.918	-0.009	1575.239	-0.005
11.616	40.195	0.000	0.927	-0.001	1577.676	-0.002
11.648	40.207	-0.012	0.935	-0.009	1586.205	-0.003
11.680	40.201	0.000	0.910	-0.001	1591.079	-0.005
11.712	40.207	0.000	0.918	-0.001	1583.768	-0.004
11.744	40.219	-0.012	0.910	-0.009	1575.239	-0.009
11.776	40.219	-0.006	0.927	-0.009	1583.768	-0.010
11.808	40.213	-0.006	0.918	-0.001	1588.642	-0.009
11.840	40.213	-0.006	0.910	-0.009	1582.550	-0.006
11.872	40.213	-0.012	0.910	0.007	1572.802	-0.005
11.904	40.207	-0.012	0.902	-0.001	1582.550	-0.002
11.936	40.213	-0.018	0.910	-0.009	1588.642	-0.003
11.968	40.213	-0.018	0.927	0.007	1587.424	-0.003
12.000	40.207	-0.006	0.910	-0.001	1575.239	-0.004
12.032	40.219	-0.012	0.910	-0.009	1578.894	-0.008
12.064	40.213	-0.006	0.910	-0.001	1586.205	-0.009
12.096	40.213	0.000	0.894	-0.001	1586.205	-0.006
12.128	40.225	-0.006	0.894	-0.009	1570.365	-0.005
12.160	40.244	-0.006	0.902	-0.009	1578.894	-0.000
12.192	40.250	-0.006	0.910	0.007	1582.550	0.001
12.224	40.256	0.006	0.902	-0.001	1589.861	-0.000
12.256	40.280	0.000	0.894	-0.001	1576.457	-0.003
12.288	40.292	-0.012	0.894	-0.001	1575.239	-0.009
12.320	40.311	-0.006	0.894	0.007	1582.550	-0.009
12.352	40.329	-0.006	0.886	0.007	1591.079	-0.008
12.384	40.341	-0.012	0.877	0.007	1580.113	-0.006
12.416	40.365	-0.006	0.877	-0.001	1571.584	-0.002
12.448	40.390	-0.006	0.877	-0.001	1582.550	-0.002
12.480	40.408	-0.006	0.869	0.007	1589.861	-0.002
12.512	40.420	-0.012	0.877	-0.001	1588.642	-0.002
12.544	40.445	-0.006	0.877	0.007	1575.239	-0.002
12.576	40.469	-0.006	0.877	-0.001	1578.894	-0.008
12.608	40.475	-0.006	0.869	-0.009	1586.205	-0.009
12.640	40.499	0.000	0.877	-0.009	1589.861	-0.006
12.672	40.512	-0.006	0.877	0.007	1576.457	-0.006
12.704	40.530	0.006	0.894	-0.009	1576.457	-0.000
12.736	40.542	-0.006	0.894	0.007	1584.987	-0.000
12.768	40.548	0.000	0.910	-0.001	1593.516	-0.004
12.800	40.560	-0.006	0.910	-0.001	1583.768	-0.004
12.832	40.578	-0.006	0.902	-0.001	1576.457	-0.006
12.864	40.585	-0.006	0.910	-0.001	1584.987	-0.010
12.896	40.572	-0.012	0.918	-0.001	1589.861	-0.008
12.928	40.572	-0.012	0.927	-0.009	1584.987	-0.006
12.960	40.566	-0.006	0.927	0.015	1574.021	-0.009
12.992	40.560	-0.006	0.935	-0.001	1582.550	-0.003
13.024	40.542	-0.012	0.935	-0.009	1589.861	-0.002
13.056	40.536	0.000	0.943	-0.009	1591.079	-0.005
13.088	40.505	-0.006	0.943	-0.001	1578.894	-0.005
13.120	40.487	-0.006	0.943	-0.001	1578.894	-0.009
13.152	40.469	-0.006	0.943	-0.001	1586.205	-0.010
13.184	40.438	-0.012	0.943	0.007	1592.298	-0.009
13.216	40.414	0.000	0.943	-0.009	1577.676	-0.005
13.248	40.384	-0.012	0.959	-0.001	1578.894	-0.003
13.280	40.359	0.000	0.959	-0.001	1584.987	-0.002
13.312	40.329	-0.006	0.951	-0.001	1593.516	-0.002
13.344	40.311	-0.006	0.951	-0.009	1581.331	-0.004
13.376	40.329	-0.012	0.951	-0.009	1575.239	-0.006
13.408	40.317	-0.006	0.968	-0.001	1582.550	-0.009
13.440	40.323	-0.006	0.943	-0.009	1588.642	-0.006
13.472	40.311	-0.006	0.959	0.007	1581.331	-0.006
13.504	40.311	-0.006	0.943	-0.017	1570.365	-0.004
13.536	40.305	0.000	0.959	-0.001	1582.550	-0.000
13.568	40.305	-0.006	0.959	-0.001	1588.642	-0.003
13.600	40.298	-0.012	0.935	-0.001	1587.424	-0.004
13.632	40.286	-0.006	0.959	-0.001	1574.021	-0.003
13.664	40.292	0.000	0.943	-0.009	1578.894	-0.008
13.696	40.286	0.000	0.927	-0.001	1586.205	-0.008
13.728	40.286	-0.006	0.927	-0.001	1591.079	-0.008
13.760	40.292	-0.006	0.927	-0.001	1576.457	-0.005
13.792	40.286	-0.006	0.935	-0.001	1576.457	-0.000
13.824	40.280	-0.006	0.918	0.007	1584.987	-0.002
13.856	40.274	-0.006	0.918	-0.001	1591.079	-0.003
13.888	40.292	-0.012	0.910	-0.009	1586.205	-0.003
13.920	40.292	-0.006	0.927	-0.001	1577.676	-0.005
13.952	40.286	-0.006	0.918	-0.001	1582.550	-0.004
13.984	40.298	-0.006	0.918	-0.001	1588.642	-0.008
14.016	40.292	-0.006	0.927	-0.001	1587.424	-0.004
14.048	40.292	-0.006	0.927	-0.001	1577.676	-0.003
14.080	40.280	-0.012	0.935	-0.009	1578.894	-0.000
14.112	40.292	-0.006	0.935	-0.001	1587.424	0.001
14.144	40.286	0.000	0.943	-0.009	1592.298	0.001
