Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
1.234	-0.469	17.279	4.513	2.039	780.225	-0.632
1.235	-0.457	17.266	4.505	2.031	788.754	-0.634
1.237	-0.469	17.260	4.464	2.039	793.628	-0.632
1.238	-0.451	17.242	4.456	2.031	798.502	-0.634
1.240	-0.463	17.236	4.447	2.031	802.157	-0.633
1.242	-0.457	17.212	4.415	2.023	799.720	-0.633
1.243	-0.463	17.212	4.390	2.031	800.939	-0.633
1.245	-0.463	17.187	4.374	2.039	796.065	-0.634
1.246	-0.444	17.193	4.357	2.039	796.065	-0.636
1.248	-0.457	17.181	4.333	2.031	793.628	-0.636
1.249	-0.451	17.169	4.316	2.039	786.317	-0.638
1.251	-0.444	17.145	4.300	2.039	791.191	-0.637
1.252	-0.451	17.151	4.284	2.047	792.409	-0.636
1.254	-0.444	17.139	4.275	2.039	788.754	-0.636
1.255	-0.451	17.126	4.251	2.047	788.754	-0.634
1.257	-0.438	17.120	4.234	2.047	787.536	-0.636
1.259	-0.444	17.175	4.210	2.039	786.317	-0.636
1.260	-0.451	17.181	4.210	2.039	782.662	-0.636
1.262	-0.432	17.193	4.193	2.047	782.662	-0.634
1.263	-0.438	17.199	4.169	2.047	783.880	-0.634
1.265	-0.432	17.206	4.152	2.039	781.443	-0.632
1.266	-0.432	17.199	4.128	2.047	781.443	-0.634
1.268	-0.432	17.212	4.128	2.039	782.662	-0.632
1.269	-0.426	17.199	4.112	2.039	781.443	-0.630
1.271	-0.432	17.212	4.095	2.031	785.099	-0.631
1.273	-0.432	17.193	4.079	2.039	792.409	-0.632
1.274	-0.426	17.212	4.062	2.039	800.939	-0.630
1.276	-0.426	17.199	4.046	2.039	803.376	-0.631
1.277	-0.426	17.206	4.030	2.039	802.157	-0.631
1.279	-0.420	17.199	4.013	2.047	798.502	-0.632
1.280	-0.420	17.199	4.005	2.039	799.720	-0.627
1.282	-0.420	17.193	3.980	2.039	797.283	-0.628
1.283	-0.426	17.187	3.980	2.039	796.065	-0.630
1.285	-0.426	17.181	3.948	2.039	793.628	-0.630
1.286	-0.408	17.187	3.931	2.047	794.846	-0.626
1.288	-0.414	17.175	3.923	2.047	791.191	-0.627
1.290	-0.408	17.187	3.915	2.031	789.973	-0.626
1.291	-0.408	17.169	3.907	2.039	789.973	-0.630
1.293	-0.408	17.175	3.882	2.047	788.754	-0.627
1.294	-0.408	17.163	3.866	2.039	787.536	-0.627
1.296	-0.408	17.175	3.849	2.047	786.317	-0.628
1.297	-0.414	17.157	3.833	2.039	785.099	-0.628
1.299	-0.408	17.145	3.825	2.047	783.880	-0.630
1.300	-0.402	17.132	3.817	2.047	783.880	-0.627
1.302	-0.402	17.157	3.800	2.047	782.662	-0.628
1.304	-0.396	17.132	3.792	2.056	781.443	-0.631
1.305	-0.390	17.132	3.759	2.047	780.225	-0.634
1.307	-0.396	17.126	3.751	2.047	781.443	-0.633
1.308	-0.384	17.132	3.735	2.047	788.754	-0.634
1.310	-0.390	17.114	3.718	2.031	794.846	-0.633
1.311	-0.390	17.120	3.718	2.039	800.939	-0.634
1.313	-0.390	17.114	3.702	2.047	800.939	-0.633
1.314	-0.384	17.120	3.686	2.047	800.939	-0.634
1.316	-0.390	17.114	3.669	2.039	798.502	-0.634
1.317	-0.390	17.193	3.653	2.031	796.065	-0.634
1.319	-0.390	17.279	3.653	2.047	797.283	-0.634
1.321	-0.390	17.333	3.636	2.047	792.409	-0.636
1.322	-0.377	17.376	3.620	2.056	802.157	-0.630
1.324	-0.377	17.419	3.604	2.056	792.409	-0.637
1.325	-0.371	17.467	3.579	2.039	791.191	-0.637
1.327	-0.384	17.510	3.571	2.039	788.754	-0.636
1.328	-0.371	17.528	3.555	2.047	788.754	-0.634
1.330	-0.377	17.553	3.546	2.039	787.536	-0.633
1.331	-0.371	17.571	3.538	2.031	786.317	-0.634
1.333	-0.371	17.589	3.522	2.047	785.099	-0.634
1.335	-0.377	17.589	3.514	2.047	781.443	-0.636
1.336	-0.365	17.607	3.489	2.047	782.662	-0.633
1.338	-0.359	17.613	3.489	2.023	781.443	-0.633
1.339	-0.365	17.607	3.481	2.047	780.225	-0.632
1.341	-0.365	17.626	3.456	2.047	786.317	-0.633
1.342	-0.365	17.680	3.440	2.039	781.443	-0.630
1.344	-0.353	17.711	3.423	2.039	788.754	-0.631
1.345	-0.353	17.723	3.415	2.039	794.846	-0.628
1.347	-0.365	17.747	3.415	2.047	800.939	-0.631
1.348	-0.353	17.760	3.399	2.039	802.157	-0.628
1.350	-0.365	17.760	3.383	2.039	802.157	-0.630
1.352	-0.359	17.772	3.358	2.047	800.939	-0.630
1.353	-0.353	17.766	3.350	2.056	798.502	-0.628
1.355	-0.353	17.766	3.342	2.039	797.283	-0.630
1.356	-0.347	17.760	3.333	2.039	798.502	-0.628
1.358	-0.347	17.735	3.301	2.039	794.846	-0.630
1.359	-0.347	17.729	3.301	2.047	794.846	-0.626
1.361	-0.347	17.723	3.284	2.039	793.628	-0.626
1.362	-0.341	17.699	3.276	2.047	789.973	-0.626
1.364	-0.347	17.662	3.268	2.039	791.191	-0.628
1.366	-0.341	17.662	3.260	2.031	789.973	-0.626
1.367	-0.347	17.620	3.235	2.031	787.536	-0.627
1.369	-0.341	17.613	3.219	2.039	787.536	-0.627
1.370	-0.335	17.583	3.227	2.031	785.099	-0.627
1.372	-0.341	17.553	3.202	2.039	783.880	-0.627
1.373	-0.329	17.540	3.194	2.031	782.662	-0.627
1.375	-0.335	17.498	3.170	2.039	781.443	-0.628
1.376	-0.329	17.504	3.161	2.031	776.569	-0.628
1.378	-0.341	17.540	3.153	2.023	779.006	-0.633
1.379	-0.323	17.540	3.129	2.039	783.880	-0.632
1.381	-0.335	17.540	3.120	2.023	788.754	-0.632
1.383	-0.329	17.528	3.112	2.039	796.065	-0.634
1.384	-0.323	17.528	3.112	2.039	800.939	-0.633
1.386	-0.323	17.510	3.096	2.039	799.720	-0.632
1.387	-0.323	17.504	3.071	2.047	799.720	-0.633
1.389	-0.323	17.492	3.063	2.031	799.720	-0.632
1.390	-0.317	17.479	3.063	2.047	797.283	-0.633
1.392	-0.317	17.467	3.047	2.031	796.065	-0.634
1.393	-0.317	17.443	3.039	2.039	793.628	-0.633
1.395	-0.311	17.437	3.014	2.039	792.409	-0.637
1.397	-0.311	17.419	2.998	2.039	791.191	-0.634
1.398	-0.298	17.400	2.989	2.039	789.973	-0.634
1.400	-0.311	17.376	2.981	2.031	789.973	-0.633
1.401	-0.311	17.364	2.973	2.039	789.973	-0.633
1.403	-0.304	17.333	2.957	2.031	787.536	-0.634
1.404	-0.304	17.327	2.948	2.039	785.099	-0.632
1.406	-0.311	17.297	2.932	2.039	782.662	-0.632
1.407	-0.311	17.279	2.932	2.023	783.880	-0.633
1.409	-0.304	17.248	2.916	2.039	782.662	-0.632
1.410	-0.292	17.260	2.883	2.031	781.443	-0.633
1.412	-0.304	17.224	2.891	2.039	780.225	-0.633
1.414	-0.298	17.206	2.867	2.047	785.099	-0.632
1.415	-0.298	17.187	2.867	2.039	782.662	-0.630
1.417	-0.292	17.187	2.850	2.039	788.754	-0.628
1.418	-0.298	17.169	2.834	2.039	794.846	-0.628
1.420	-0.292	17.151	2.817	2.031	799.720	-0.628
1.421	-0.292	17.139	2.801	2.047	803.376	-0.628
1.423	-0.359	17.139	2.809	2.031	800.939	-0.627
1.424	40.134	17.120	2.809	2.031	785.099	-0.621
1.426	44.177	17.108	2.850	2.031	763.166	-0.633
1.428	44.371	17.090	2.867	2.039	808.250	-0.621
1.429	44.402	17.078	2.907	2.039	799.720	-0.630
1.431	44.420	17.072	2.924	2.039	789.973	-0.631
1.432	44.438	17.065	2.957	2.031	796.065	-0.622
1.434	44.432	17.059	2.965	2.031	793.628	-0.623
1.435	44.432	17.059	2.989	2.039	789.973	-0.627
1.437	44.432	17.047	3.006	2.047	788.754	-0.625
1.438	44.432	17.029	3.030	2.031	788.754	-0.626
1.440	44.432	17.029	3.047	2.039	786.317	-0.626
1.441	44.432	17.023	3.079	2.039	786.317	-0.627
1.443	44.432	17.017	3.088	2.047	783.880	-0.626
1.445	44.432	17.023	3.112	2.031	783.880	-0.626
1.446	44.438	17.017	3.137	2.039	782.662	-0.626
1.448	44.432	17.017	3.153	2.056	780.225	-0.627
1.449	44.432	17.017	3.161	2.031	776.569	-0.628
1.451	44.426	17.011	3.161	2.039	780.225	-0.631
1.452	44.420	17.011	3.211	2.039	785.099	-0.631
1.454	44.426	17.017	3.227	2.047	792.409	-0.632
1.455	44.420	17.023	3.227	2.039	797.283	-0.632
1.457	44.414	17.023	3.251	2.047	802.157	-0.632
1.459	44.408	17.023	3.268	2.039	800.939	-0.632
1.460	44.408	17.029	3.284	2.039	799.720	-0.632
1.462	44.408	17.035	3.301	2.047	796.065	-0.633
1.463	44.402	17.029	3.325	2.039	798.502	-0.633
1.465	44.396	17.035	3.333	2.039	796.065	-0.633
1.466	44.396	17.041	3.350	2.039	794.846	-0.633
1.468	44.396	17.035	3.374	2.039	789.973	-0.636
1.469	44.396	17.035	3.374	2.039	791.191	-0.634
1.471	44.390	17.047	3.399	2.039	791.191	-0.634
1.472	44.384	17.047	3.407	2.047	788.754	-0.633
1.474	44.384	17.053	3.423	2.047	788.754	-0.630
1.476	44.378	17.059	3.456	2.047	788.754	-0.632
1.477	44.359	17.053	3.448	2.047	785.099	-0.633
1.479	44.371	17.065	3.481	2.047	785.099	-0.630
1.480	44.365	17.065	3.497	2.047	782.662	-0.632
1.482	44.365	17.078	3.505	2.047	783.880	-0.632
1.483	44.365	17.072	3.522	2.031	782.662	-0.632
1.485	44.359	17.072	3.530	2.047	780.225	-0.632
1.486	44.359	17.078	3.555	2.039	781.443	-0.630
1.488	44.347	17.078	3.563	2.056	785.099	-0.627
1.490	44.335	17.078	3.563	2.047	791.191	-0.628
1.491	44.335	17.078	3.604	2.047	796.065	-0.627
1.493	44.341	17.090	3.612	2.056	802.157	-0.625
1.494	44.341	17.102	3.620	2.056	802.157	-0.627
1.496	44.335	17.096	3.636	2.039	802.157	-0.626
1.497	44.335	17.096	3.653	2.056	800.939	-0.628
1.499	44.329	17.096	3.653	2.047	799.720	-0.626
1.500	44.286	17.102	3.677	2.047	797.283	-0.627
1.502	44.286	17.102	3.694	2.039	797.283	-0.628
1.503	44.305	17.108	3.702	2.064	793.628	-0.627
1.505	44.305	17.108	3.727	2.039	793.628	-0.627
1.507	44.298	17.120	3.727	2.056	791.191	-0.625
1.508	44.311	17.114	3.751	2.047	791.191	-0.626
1.510	44.298	17.114	3.768	2.056	789.973	-0.625
1.511	44.305	17.114	3.768	2.047	787.536	-0.626
1.513	44.286	17.114	3.792	2.047	788.754	-0.625
1.514	44.286	17.108	3.792	2.047	786.317	-0.626
1.516	44.286	17.126	3.817	2.047	785.099	-0.625
1.517	44.286	17.120	3.825	2.056	785.099	-0.626
1.519	44.274	17.120	3.841	2.039	781.443	-0.627
1.521	44.262	17.114	3.849	2.047	780.225	-0.626
1.522	44.268	17.114	3.866	2.056	776.569	-0.630
1.524	44.262	17.120	3.890	2.056	779.006	-0.631
1.525	44.262	17.126	3.899	2.047	785.099	-0.631
1.527	44.250	17.120	3.915	2.047	789.973	-0.632
1.528	44.250	17.114	3.915	2.047	797.283	-0.632
1.530	44.262	17.102	3.940	2.064	800.939	-0.630
1.531	44.244	17.120	3.948	2.047	800.939	-0.633
1.533	44.250	17.108	3.956	2.064	798.502	-0.633
1.534	44.244	17.120	3.964	2.056	798.502	-0.633
1.536	44.238	17.120	3.989	2.047	797.283	-0.632
1.538	44.244	17.120	3.997	2.047	796.065	-0.631
1.539	44.225	17.114	4.013	2.047	793.628	-0.632
1.541	44.231	17.120	4.021	2.047	792.409	-0.632
1.542	44.231	17.114	4.030	2.039	791.191	-0.633
1.544	44.213	17.120	4.046	2.064	789.973	-0.632
1.545	44.219	17.114	4.062	2.047	788.754	-0.632
1.547	44.213	17.114	4.062	2.047	788.754	-0.632
1.548	44.213	17.126	4.087	2.047	786.317	-0.632
1.550	44.201	17.114	4.095	2.064	786.317	-0.632
1.552	44.201	17.114	4.112	2.047	786.317	-0.632
1.553	44.195	17.120	4.128	2.056	782.662	-0.632
1.555	44.189	17.120	4.136	2.047	782.662	-0.631
1.556	44.189	17.126	4.152	2.047	781.443	-0.632
1.558	44.195	17.120	4.169	2.047	779.006	-0.632
1.559	44.183	17.126	4.169	2.056	780.225	-0.626
1.561	44.183	17.120	4.177	2.047	786.317	-0.627
1.562	44.177	17.126	4.210	2.056	792.409	-0.627
1.564	44.164	17.120	4.210	2.056	797.283	-0.628
1.565	44.171	17.120	4.218	2.056	802.157	-0.627
1.567	44.171	17.120	4.234	2.047	800.939	-0.631
1.569	44.164	17.120	4.243	2.064	802.157	-0.628
1.570	44.152	17.120	4.267	2.056	800.939	-0.630
1.572	44.152	17.126	4.267	2.064	798.502	-0.627
1.573	44.152	17.120	4.275	2.047	797.283	-0.627
1.575	44.152	17.132	4.300	2.047	796.065	-0.628
1.576	44.146	17.120	4.292	2.047	794.846	-0.626
1.578	44.134	17.126	4.316	2.072	792.409	-0.627
1.579	44.134	17.120	4.324	2.056	792.409	-0.625
1.581	44.128	17.126	4.333	2.056	791.191	-0.627
1.583	44.128	17.126	4.357	2.064	789.973	-0.626
1.584	44.128	17.120	4.365	2.064	788.754	-0.627
1.586	44.116	17.132	4.374	2.056	787.536	-0.627
1.587	44.116	17.126	4.390	2.072	787.536	-0.625
1.589	44.110	17.120	4.406	2.047	786.317	-0.626
1.590	44.110	17.139	4.406	2.056	785.099	-0.626
1.592	44.104	17.126	4.423	2.056	782.662	-0.627
1.593	44.098	17.132	4.447	2.064	782.662	-0.627
1.595	44.104	17.126	4.447	2.056	777.788	-0.631
1.596	44.091	17.126	4.472	2.056	781.443	-0.632
1.598	44.091	17.132	4.480	2.056	787.536	-0.633
1.600	44.091	17.132	4.488	2.056	793.628	-0.630
1.601	44.079	17.132	4.513	2.064	800.939	-0.631
1.603	44.085	17.139	4.505	2.056	802.157	-0.633
1.604	44.085	17.139	4.529	2.056	800.939	-0.632
1.606	44.061	17.139	4.529	2.064	793.628	-0.638
1.607	44.085	17.132	4.537	2.064	797.283	-0.633
1.609	44.085	17.145	4.546	2.072	793.628	-0.636
1.610	44.067	17.139	4.562	2.047	794.846	-0.632
1.612	44.055	17.145	4.570	2.064	792.409	-0.633
1.614	44.061	17.145	4.587	2.064	793.628	-0.636
1.615	44.055	17.145	4.587	2.064	793.628	-0.633
1.617	44.055	17.139	4.603	2.056	789.973	-0.634
1.618	44.043	17.151	4.603	2.047	789.973	-0.633
1.620	44.055	17.139	4.636	2.056	785.099	-0.634
1.621	44.128	17.151	4.619	2.064	761.947	-0.654
1.623	44.049	17.132	4.628	2.072	772.914	-0.632
1.624	44.055	17.139	4.669	2.072	789.973	-0.627
1.626	44.024	17.145	4.669	2.064	780.225	-0.632
1.627	44.012	17.139	4.669	2.056	783.880	-0.628
1.629	43.702	17.132	4.685	2.056	783.880	-0.625
1.631	1.796	17.151	4.652	2.047	797.283	-0.653
1.632	-0.329	17.145	4.628	2.064	748.544	-0.636
1.634	-0.426	17.151	4.595	2.064	777.788	-0.623
1.635	-0.451	17.145	4.587	2.056	799.720	-0.617
1.637	-0.451	17.157	4.546	2.072	799.720	-0.625
1.638	-0.469	17.145	4.529	2.064	799.720	-0.625
1.640	-0.451	17.151	4.505	2.064	804.594	-0.621
1.641	-0.457	17.145	4.488	2.072	802.157	-0.625
1.643	-0.463	17.157	4.480	2.072	798.502	-0.622
1.645	-0.463	17.145	4.439	2.064	799.720	-0.622
1.646	-0.457	17.163	4.423	2.064	799.720	-0.621
1.648	-0.457	17.151	4.406	2.064	794.846	-0.623
1.649	-0.457	17.169	4.390	2.064	793.628	-0.620
1.651	-0.457	17.151	4.382	2.072	793.628	-0.620
1.652	-0.457	17.163	4.349	2.064	793.628	-0.621
1.654	-0.457	17.151	4.324	2.064	792.409	-0.620
1.655	-0.457	17.163	4.316	2.072	789.973	-0.622
1.657	-0.444	17.157	4.308	2.064	788.754	-0.622
1.658	-0.451	17.163	4.275	2.072	786.317	-0.623
1.660	-0.444	17.163	4.259	2.072	785.099	-0.621
1.662	-0.444	17.163	4.251	2.064	783.880	-0.622
1.663	-0.451	17.157	4.234	2.064	782.662	-0.621
1.665	-0.444	17.163	4.218	2.064	781.443	-0.622
1.666	-0.444	17.151	4.202	2.064	780.225	-0.622
1.668	-0.432	17.169	4.185	2.072	777.788	-0.627
1.669	-0.432	17.145	4.169	2.064	783.880	-0.626
1.671	-0.432	17.163	4.161	2.064	788.754	-0.628
1.672	-0.426	17.151	4.136	2.072	797.283	-0.628
1.674	-0.444	17.163	4.120	2.072	799.720	-0.627
1.676	-0.432	17.157	4.103	2.072	802.157	-0.627
1.677	-0.438	17.169	4.087	2.072	799.720	-0.628
1.679	-0.426	17.157	4.071	2.072	798.502	-0.628
1.680	-0.432	17.175	4.062	2.080	797.283	-0.627
1.682	-0.426	17.157	4.046	2.072	797.283	-0.628
1.683	-0.426	17.175	4.030	2.080	797.283	-0.628
