Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A	RPM	Torque
774.494	1.699	22.521	-24.195	0.033	0.025	0.016	0.986	-0.002
774.557	2.289	22.198	-24.475	0.033	0.033	0.025	0.986	0.000
774.619	2.855	21.894	-24.743	0.033	0.033	0.025	-0.255	-0.001
774.682	3.446	21.577	-25.017	0.033	0.025	0.025	-0.255	0.002
774.744	4.024	21.248	-25.266	0.033	0.016	0.033	0.986	0.000
774.807	4.615	20.889	-25.510	0.041	0.033	0.016	-0.255	0.002
774.869	5.169	20.554	-25.729	0.041	0.033	0.016	0.986	0.000
774.932	5.723	20.201	-25.930	0.025	0.025	0.025	0.986	-0.001
774.994	6.301	19.817	-26.131	0.041	0.025	0.041	-0.255	-0.001
775.057	6.837	19.434	-26.283	0.033	0.025	0.025	-0.255	-0.001
775.120	7.434	19.026	-26.441	0.041	0.016	0.025	0.986	-0.002
775.182	8.006	18.606	-26.618	0.033	0.033	0.025	-0.255	-0.002
775.245	8.578	18.198	-26.782	0.041	0.025	0.025	0.986	-0.001
775.307	9.139	17.790	-26.935	0.033	0.033	0.025	-1.495	-0.003
775.370	9.674	17.388	-27.075	0.041	0.033	0.025	-0.255	-0.001
775.432	10.210	17.011	-27.227	0.025	0.041	0.025	-0.255	-0.003
775.495	10.746	16.615	-27.373	0.033	0.033	0.025	-1.495	-0.003
775.557	11.276	16.231	-27.513	0.033	0.025	0.025	-0.255	-0.001
775.620	11.830	15.799	-27.635	0.041	0.025	0.025	-0.255	-0.003
775.683	12.426	15.342	-27.769	0.041	0.025	0.033	-2.735	-0.003
775.745	13.017	14.855	-27.897	0.033	0.016	0.025	0.986	-0.001
775.808	13.656	14.338	-28.018	0.041	0.016	0.016	-0.255	-0.003
775.870	14.265	13.827	-28.110	0.033	0.025	0.025	-0.255	-0.003
775.933	14.801	13.358	-28.164	0.041	0.016	0.033	0.986	-0.002
775.995	15.288	12.858	-28.177	0.033	0.033	0.016	-0.255	-0.006
776.058	15.775	12.396	-28.183	0.033	0.033	0.025	2.226	-0.005
776.120	16.231	11.945	-28.195	0.041	0.033	0.025	-0.255	-0.001
776.183	16.658	11.476	-28.152	0.033	0.041	0.033	0.986	-0.001
776.245	17.108	10.983	-28.097	0.033	0.025	0.025	0.986	-0.002
776.308	17.516	10.484	-28.012	0.049	0.033	0.025	-1.495	-0.001
776.371	17.912	9.954	-27.884	0.033	0.016	0.016	-0.255	-0.002
776.433	18.314	9.388	-27.708	0.033	0.033	0.025	-0.255	-0.001
776.496	18.697	8.743	-27.470	0.049	0.033	0.016	-1.495	-0.001
776.558	19.075	8.043	-27.142	0.033	0.025	0.025	-1.495	-0.001
776.621	19.489	7.215	-26.734	0.033	0.025	0.033	0.986	-0.003
776.683	19.933	6.307	-26.265	0.041	0.033	0.025	-0.255	-0.001
776.746	20.402	5.321	-25.741	0.041	0.033	0.033	0.986	-0.001
776.808	20.810	4.371	-25.199	0.041	0.025	0.041	-0.255	-0.001
776.871	21.327	3.349	-24.688	0.033	0.033	0.025	0.986	-0.005
776.934	21.827	2.429	-24.256	0.025	0.025	0.025	-0.255	-0.002
776.996	22.271	1.571	-23.854	0.041	0.033	0.033	0.986	-0.003
777.059	22.691	0.773	-23.483	0.033	0.025	0.016	-0.255	-0.002
777.121	23.117	0.043	-23.154	0.041	0.033	0.033	-0.255	-0.005
777.184	23.495	-0.670	-22.837	0.041	0.025	0.025	-0.255	-0.002
777.246	23.811	-1.309	-22.496	0.033	0.016	0.025	-0.255	-0.003
777.309	24.085	-1.936	-22.137	0.033	0.025	0.025	-0.255	-0.002
777.371	24.359	-2.581	-21.784	0.033	0.025	0.025	-0.255	-0.003
777.434	24.633	-3.209	-21.431	0.033	0.025	0.025	-0.255	-0.001
777.496	24.913	-3.817	-21.084	0.041	0.025	0.025	0.986	-0.002
777.559	25.169	-4.438	-20.737	0.033	0.025	0.033	-0.255	-0.002
777.622	25.437	-5.023	-20.402	0.041	0.025	0.025	2.226	0.000
777.684	25.680	-5.601	-20.073	0.033	0.033	0.025	-0.255	0.000
777.747	25.900	-6.161	-19.726	0.033	0.033	0.025	0.986	-0.001
777.809	26.107	-6.715	-19.379	0.041	0.025	0.025	-0.255	0.000
777.872	26.301	-7.300	-18.983	0.041	0.033	0.025	2.226	-0.001
777.934	26.484	-7.848	-18.606	0.033	0.033	0.025	-1.495	-0.001
777.997	26.642	-8.463	-18.167	0.041	0.025	0.025	0.986	-0.001
778.059	26.776	-9.023	-17.735	0.025	0.025	0.033	-0.255	-0.001
778.122	26.916	-9.620	-17.279	0.033	0.025	0.016	0.986	-0.002
778.185	27.026	-10.174	-16.840	0.033	0.016	0.025	-0.255	0.000
778.247	27.136	-10.709	-16.396	0.041	0.025	0.033	-0.255	-0.003
778.310	27.294	-11.288	-15.988	0.033	0.025	0.008	0.986	-0.001
778.372	27.470	-11.890	-15.543	0.041	0.025	0.025	0.986	-0.001
778.435	27.598	-12.499	-15.081	0.033	0.025	0.025	2.226	0.000
778.497	27.738	-13.108	-14.600	0.041	0.033	0.025	-0.255	0.000
778.560	27.884	-13.766	-14.100	0.041	0.025	0.025	-1.495	-0.001
778.622	27.988	-14.374	-13.595	0.049	0.025	0.025	-1.495	-0.002
778.685	28.061	-14.886	-13.169	0.049	0.033	0.025	-0.255	-0.001
778.747	28.110	-15.397	-12.688	0.041	0.025	0.016	0.986	0.000
778.810	28.116	-15.884	-12.219	0.033	0.025	0.033	2.226	-0.002
778.873	28.140	-16.353	-11.763	0.049	0.033	0.025	-1.495	0.000
778.935	28.134	-16.822	-11.294	0.033	0.033	0.025	-0.255	-0.001
778.998	28.116	-17.309	-10.788	0.041	0.025	0.033	-1.495	-0.001
779.060	28.031	-17.747	-10.259	0.033	0.033	0.033	-1.495	-0.001
779.123	27.927	-18.113	-9.796	0.033	0.025	0.025	0.986	-0.001
779.185	27.824	-18.545	-9.266	0.049	0.033	0.033	-0.255	0.000
779.248	27.647	-18.910	-8.712	0.041	0.033	0.025	-0.255	0.000
779.310	27.324	-19.257	-8.037	0.033	0.016	0.025	-0.255	-0.001
779.373	26.898	-19.653	-7.221	0.041	0.033	0.016	2.226	0.000
779.436	26.448	-20.061	-6.368	0.041	0.025	0.025	-1.495	0.002
779.498	25.960	-20.530	-5.419	0.041	0.033	0.025	0.986	-0.001
779.561	25.449	-21.011	-4.432	0.049	0.025	0.025	-1.495	-0.002
779.623	24.980	-21.455	-3.525	0.033	0.033	0.016	-0.255	-0.002
779.686	24.554	-21.918	-2.630	0.041	0.033	0.016	0.986	-0.002
779.748	24.158	-22.350	-1.796	0.033	0.025	0.025	-1.495	-0.002
779.811	23.823	-22.752	-1.059	0.033	0.025	0.016	-0.255	-0.001
779.873	23.483	-23.117	-0.365	0.033	0.033	0.016	-0.255	-0.001
779.936	23.160	-23.464	0.298	0.041	0.033	0.033	0.986	-0.002
779.998	22.837	-23.799	0.956	0.033	0.025	0.025	-0.255	-0.003
780.061	22.508	-24.104	1.595	0.033	0.033	0.025	-0.255	-0.001
780.124	22.174	-24.420	2.247	0.041	0.025	0.025	0.986	-0.002
780.186	21.814	-24.743	2.916	0.041	0.025	0.033	-1.495	-0.002
780.249	21.467	-25.072	3.580	0.041	0.033	0.025	-0.255	-0.002
780.311	21.132	-25.406	4.262	0.041	0.025	0.025	0.986	-0.002
780.374	20.767	-25.723	4.938	0.033	0.033	0.025	0.986	-0.001
780.436	20.414	-26.034	5.601	0.033	0.033	0.025	-0.255	-0.001
780.499	20.055	-26.326	6.253	0.033	0.025	0.025	0.986	-0.001
780.561	19.708	-26.594	6.855	0.041	0.025	0.033	0.986	0.000
780.624	19.367	-26.807	7.403	0.041	0.025	0.033	-0.255	-0.001
780.687	19.026	-27.014	7.963	0.041	0.025	0.033	-0.255	0.000
780.749	18.642	-27.190	8.518	0.033	0.016	0.033	-1.495	-0.002
780.812	18.265	-27.349	9.065	0.033	0.033	0.033	-1.495	0.000
780.874	17.833	-27.483	9.620	0.033	0.033	0.025	-0.255	-0.001
780.937	17.370	-27.586	10.180	0.041	0.041	0.033	-0.255	-0.002
780.999	16.907	-27.683	10.746	0.033	0.025	0.016	0.986	-0.002
781.062	16.426	-27.793	11.330	0.033	0.033	0.033	0.986	0.000
781.124	15.945	-27.903	11.927	0.041	0.025	0.025	-0.255	0.000
781.187	15.483	-28.049	12.536	0.041	0.033	0.033	-0.255	-0.001
781.249	14.995	-28.183	13.151	0.033	0.025	0.025	-0.255	-0.003
781.312	14.484	-28.298	13.766	0.049	0.016	0.025	-0.255	-0.001
781.375	13.973	-28.378	14.381	0.033	0.025	0.033	0.986	-0.002
781.437	13.516	-28.426	14.868	0.033	0.016	0.033	0.986	-0.001
781.500	13.169	-28.499	15.312	0.033	0.016	0.025	-0.255	0.000
781.562	12.755	-28.566	15.775	0.033	0.033	0.016	0.986	-0.002
781.625	12.317	-28.572	16.237	0.033	0.033	0.025	-1.495	-0.001
781.687	11.884	-28.597	16.658	0.049	0.025	0.025	0.986	-0.001
781.750	11.397	-28.566	17.145	0.025	0.025	0.016	-0.255	-0.001
781.812	10.868	-28.505	17.589	0.033	0.016	0.025	-0.255	-0.002
781.875	10.374	-28.420	18.009	0.041	0.033	0.008	0.986	-0.001
781.938	9.851	-28.304	18.423	0.016	0.025	0.025	0.986	0.000
782.000	9.303	-28.152	18.807	0.025	0.033	0.025	0.986	-0.001
782.063	8.706	-27.970	19.221	0.033	0.033	0.025	-0.255	-0.001
782.125	7.994	-27.677	19.635	0.033	0.025	0.033	-1.495	0.000
782.188	7.221	-27.276	20.018	0.033	0.025	0.025	0.986	0.002
782.250	6.314	-26.770	20.426	0.041	0.033	0.033	-0.255	0.000
782.313	5.309	-26.204	20.852	0.033	0.033	0.025	-0.255	-0.002
782.375	4.292	-25.607	21.291	0.041	0.016	0.025	-0.255	-0.002
782.438	3.245	-25.041	21.753	0.049	0.033	0.025	-1.495	-0.002
782.500	2.259	-24.499	22.210	0.033	0.041	0.033	0.986	-0.001
782.563	1.364	-24.030	22.636	0.033	0.033	0.033	0.986	0.000
782.626	0.518	-23.604	23.056	0.041	0.025	0.033	-0.255	-0.001
782.688	-0.244	-23.239	23.464	0.041	0.008	0.025	-0.255	-0.001
782.751	-0.944	-22.916	23.830	0.041	0.033	0.016	-0.255	0.000
782.813	-1.571	-22.606	24.171	0.033	0.025	0.025	-0.255	0.000
782.876	-2.174	-22.314	24.457	0.033	0.033	0.025	-0.255	0.000
782.938	-2.734	-22.003	24.718	0.041	0.025	0.025	-0.255	0.000
783.001	-3.306	-21.680	24.974	0.049	0.025	0.016	0.986	0.000
783.063	-3.842	-21.376	25.212	0.033	0.033	0.025	-0.255	0.000
783.126	-4.408	-21.029	25.437	0.041	0.025	0.025	0.986	0.002
783.189	-4.968	-20.700	25.662	0.025	0.033	0.016	-0.255	0.003
783.251	-5.534	-20.341	25.881	0.041	0.041	0.025	2.226	-0.001
783.314	-6.119	-19.970	26.082	0.041	0.025	0.025	-0.255	-0.001
783.376	-6.691	-19.562	26.253	0.033	0.033	0.016	0.986	-0.001
783.439	-7.276	-19.123	26.411	0.033	0.025	0.025	0.986	0.002
783.501	-7.878	-18.722	26.606	0.033	0.025	0.016	-0.255	0.002
783.564	-8.469	-18.295	26.770	0.025	0.025	0.025	-0.255	0.000
783.626	-9.041	-17.875	26.929	0.049	0.025	0.025	0.986	0.000
783.689	-9.595	-17.473	27.081	0.033	0.025	0.033	-0.255	0.000
783.751	-10.143	-17.072	27.209	0.033	0.016	0.025	0.986	-0.001
783.814	-10.661	-16.682	27.355	0.033	0.033	0.025	-0.255	0.000
783.877	-11.196	-16.286	27.501	0.041	0.025	0.008	-0.255	0.000
783.939	-11.732	-15.878	27.629	0.049	0.041	0.025	-0.255	0.000
784.002	-12.311	-15.446	27.781	0.049	0.033	0.025	-1.495	0.002
784.064	-12.919	-14.977	27.915	0.025	0.033	0.025	-0.255	0.002
784.127	-13.546	-14.472	28.031	0.041	0.025	0.025	-0.255	0.002
784.189	-14.174	-13.948	28.134	0.033	0.025	0.025	0.986	0.000
784.252	-14.709	-13.455	28.189	0.033	0.033	0.025	0.986	-0.001
784.314	-15.209	-12.974	28.177	0.049	0.033	0.025	0.986	0.002
784.377	-15.702	-12.475	28.201	0.033	0.025	0.025	-1.495	-0.001
784.440	-16.152	-12.049	28.213	0.033	0.016	0.016	-0.255	-0.001
784.502	-16.578	-11.580	28.177	0.033	0.025	0.025	-0.255	-0.001
784.565	-17.017	-11.087	28.128	0.033	0.025	0.033	-0.255	-0.002
784.627	-17.443	-10.575	28.037	0.033	0.025	0.025	-0.255	-0.002
784.690	-17.820	-10.076	27.915	0.033	0.025	0.016	0.986	-0.002
784.752	-18.228	-9.504	27.750	0.041	0.025	0.008	0.986	-0.001
784.815	-18.612	-8.895	27.513	0.033	0.033	0.016	0.986	-0.002
784.877	-18.977	-8.189	27.196	0.033	0.025	0.025	-1.495	-0.001
784.940	-19.397	-7.385	26.801	0.033	0.016	0.016	-0.255	-0.001
785.002	-19.836	-6.478	26.326	0.033	0.025	0.016	0.986	-0.001
785.065	-20.298	-5.498	25.820	0.033	0.033	0.025	0.986	-0.001
785.128	-20.712	-4.566	25.297	0.025	0.025	0.025	-1.495	-0.001
785.190	-21.218	-3.562	24.804	0.033	0.025	0.025	0.986	-0.002
785.253	-21.711	-2.654	24.378	0.033	0.025	0.025	-1.495	0.002
785.315	-22.161	-1.796	23.970	0.033	0.033	0.033	-1.495	-0.001
785.378	-22.600	-0.980	23.586	0.033	0.025	0.016	2.226	0.000
785.440	-23.014	-0.231	23.251	0.049	0.016	0.025	-1.495	-0.001
785.503	-23.397	0.481	22.929	0.033	0.033	0.016	0.986	0.000
785.565	-23.732	1.157	22.581	0.025	0.025	0.025	-0.255	-0.001
785.628	-24.012	1.802	22.216	0.041	0.025	0.033	0.986	0.000
785.691	-24.298	2.454	21.845	0.041	0.041	0.025	-1.495	0.000
785.753	-24.585	3.081	21.492	0.033	0.041	0.025	-0.255	-0.001
785.816	-24.834	3.677	21.157	0.041	0.025	0.025	0.986	-0.001
785.878	-25.114	4.268	20.834	0.041	0.033	0.025	-0.255	-0.002
785.941	-25.388	4.889	20.499	0.041	0.025	0.033	0.986	-0.002
786.003	-25.632	5.455	20.164	0.041	0.033	0.016	-0.255	-0.003
786.066	-25.875	6.052	19.817	0.041	0.016	0.025	-0.255	-0.001
786.128	-26.107	6.655	19.446	0.033	0.033	0.025	-0.255	-0.002
786.191	-26.308	7.257	19.050	0.041	0.033	0.016	0.986	-0.002
786.253	-26.496	7.811	18.685	0.041	0.016	0.025	-0.255	-0.001
786.316	-26.691	8.408	18.259	0.033	0.016	0.025	-0.255	-0.002
786.379	-26.795	8.956	17.814	0.041	0.025	0.033	-1.495	-0.001
786.441	-26.922	9.510	17.388	0.041	0.033	0.025	-0.255	-0.001
786.504	-27.044	10.088	16.944	0.041	0.033	0.033	0.986	0.000
786.566	-27.154	10.642	16.493	0.033	0.033	0.033	2.226	-0.001
786.629	-27.294	11.215	16.067	0.041	0.033	0.025	0.986	0.000
786.691	-27.446	11.793	15.629	0.033	0.025	0.025	-1.495	-0.001
786.754	-27.598	12.396	15.172	0.033	0.025	0.033	0.986	0.000
786.816	-27.750	13.005	14.709	0.033	0.025	0.025	-0.255	-0.001
786.879	-27.884	13.632	14.234	0.033	0.025	0.016	-0.255	-0.002
786.942	-28.000	14.253	13.723	0.049	0.033	0.025	-0.255	0.000
787.004	-28.049	14.770	13.266	0.033	0.033	0.033	2.226	-0.005
787.067	-28.097	15.300	12.773	0.041	0.025	0.025	-0.255	0.000
787.129	-28.097	15.769	12.311	0.033	0.025	0.025	-0.255	-0.001
787.192	-28.134	16.256	11.860	0.033	0.033	0.033	-1.495	-0.001
787.254	-28.146	16.712	11.409	0.041	0.033	0.033	0.986	0.000
787.317	-28.104	17.206	10.904	0.033	0.025	0.016	-1.495	-0.001
787.379	-28.037	17.620	10.405	0.016	0.033	0.025	-0.255	-0.001
787.442	-27.957	17.997	9.942	0.041	0.033	0.033	-0.255	-0.002
787.504	-27.872	18.417	9.425	0.033	0.016	0.033	0.986	-0.001
787.567	-27.714	18.795	8.907	0.049	0.033	0.025	-0.255	-0.001
787.630	-27.428	19.136	8.268	0.033	0.025	0.016	-0.255	0.000
787.692	-27.044	19.543	7.470	0.033	0.033	0.033	-0.255	-0.002
787.755	-26.575	19.970	6.594	0.041	0.025	0.016	-0.255	0.002
787.817	-26.082	20.408	5.650	0.025	0.033	0.025	-0.255	0.002
787.880	-25.571	20.901	4.658	0.041	0.025	0.025	-0.255	0.002
787.942	-25.102	21.370	3.714	0.033	0.025	0.033	-1.495	0.000
788.005	-24.658	21.796	2.861	0.033	0.025	0.025	-0.255	0.002
788.067	-24.250	22.241	2.015	0.033	0.033	0.016	-0.255	0.000
788.130	-23.903	22.642	1.260	0.041	0.025	0.041	0.986	0.000
788.193	-23.574	23.014	0.548	0.033	0.025	0.033	2.226	0.002
788.255	-23.251	23.373	-0.122	0.041	0.025	0.025	-0.255	0.000
788.318	-22.916	23.714	-0.791	0.033	0.025	0.033	0.986	0.002
788.380	-22.581	24.043	-1.449	0.041	0.033	0.025	-0.255	0.002
788.443	-22.253	24.384	-2.113	0.041	0.033	0.025	-0.255	0.000
788.505	-21.906	24.700	-2.782	0.033	0.025	0.025	-1.495	-0.001
788.568	-21.553	25.005	-3.452	0.041	0.025	0.025	-0.255	0.000
788.630	-21.199	25.321	-4.097	0.041	0.025	0.025	-2.735	0.000
788.693	-20.871	25.620	-4.737	0.041	0.033	0.033	-0.255	-0.001
788.755	-20.518	25.918	-5.382	0.033	0.033	0.033	-0.255	-0.002
788.818	-20.164	26.234	-6.033	0.041	0.025	0.033	-0.255	0.000
788.881	-19.811	26.515	-6.697	0.033	0.033	0.033	-2.735	0.000
788.943	-19.476	26.776	-7.282	0.033	0.025	0.025	-0.255	-0.001
789.006	-19.111	26.977	-7.842	0.033	0.033	0.016	-0.255	0.002
789.068	-18.715	27.160	-8.402	0.033	0.041	0.016	-0.255	0.000
789.131	-18.368	27.330	-8.944	0.033	0.025	0.025	0.986	0.000
789.193	-17.948	27.470	-9.486	0.033	0.041	0.033	2.226	-0.001
789.256	-17.486	27.568	-10.052	0.033	0.025	0.033	-0.255	-0.001
789.318	-17.023	27.671	-10.612	0.033	0.041	0.025	-0.255	-0.002
789.381	-16.536	27.750	-11.190	0.041	0.033	0.025	-0.255	-0.001
789.444	-16.037	27.848	-11.793	0.041	0.025	0.033	-1.495	-0.001
789.506	-15.556	27.988	-12.390	0.033	0.025	0.033	0.986	0.000
789.569	-15.081	28.116	-12.999	0.041	0.025	0.033	-0.255	-0.001
789.631	-14.581	28.256	-13.638	0.041	0.033	0.025	-0.255	-0.001
789.694	-14.058	28.335	-14.241	0.033	0.033	0.025	2.226	-0.001
789.756	-13.571	28.402	-14.795	0.033	0.033	0.033	-1.495	0.002
789.819	-13.187	28.457	-15.233	0.033	0.025	0.016	-0.255	-0.001
789.881	-12.755	28.493	-15.696	0.033	0.025	0.025	-0.255	0.000
789.944	-12.335	28.530	-16.152	0.049	0.033	0.033	-0.255	0.000
790.006	-11.927	28.548	-16.572	0.033	0.033	0.016	-0.255	-0.001
790.069	-11.452	28.530	-17.035	0.041	0.033	0.025	0.986	0.000
790.132	-10.959	28.493	-17.492	0.041	0.025	0.016	-0.255	0.002
790.194	-10.448	28.408	-17.918	0.033	0.016	0.033	-0.255	-0.001
790.257	-9.918	28.280	-18.332	0.033	0.033	0.016	-0.255	0.000
790.319	-9.388	28.128	-18.709	0.033	0.025	0.033	-0.255	0.000
790.382	-8.810	27.951	-19.105	0.033	0.025	0.025	-0.255	0.002
790.444	-8.128	27.683	-19.507	0.033	0.025	0.025	-1.495	0.000
790.507	-7.355	27.300	-19.915	0.033	0.025	0.025	-0.255	0.002
790.569	-6.460	26.819	-20.323	0.033	0.033	0.025	-0.255	0.003
790.632	-5.473	26.259	-20.761	0.033	0.025	0.025	-1.495	0.002
790.695	-4.426	25.668	-21.218	0.033	0.033	0.033	-0.255	0.002
790.757	-3.397	25.108	-21.680	0.041	0.025	0.008	-1.495	0.002
790.820	-2.417	24.572	-22.125	0.049	0.025	0.016	-0.255	0.003
790.882	-1.510	24.091	-22.539	0.041	0.025	0.025	-0.255	0.003
790.945	-0.670	23.671	-22.965	0.041	0.033	0.041	-0.255	0.002
791.007	0.085	23.300	-23.361	0.033	0.033	0.041	0.986	0.002
791.070	0.779	22.965	-23.732	0.041	0.025	0.025	-1.495	0.002
791.132	1.431	22.655	-24.061	0.033	0.016	0.025	-0.255	-0.001
791.195	2.033	22.338	-24.365	0.049	0.033	0.025	-0.255	0.000
791.257	2.618	22.027	-24.639	0.033	0.025	0.025	-1.495	0.000
791.320	3.202	21.711	-24.907	0.041	0.033	0.041	0.986	0.000
791.383	3.781	21.388	-25.151	0.033	0.016	0.016	0.986	0.000
791.445	4.335	21.047	-25.394	0.033	0.025	0.016	-1.495	-0.001
791.508	4.889	20.725	-25.620	0.025	0.033	0.016	0.986	0.000
791.570	5.455	20.378	-25.827	0.041	0.033	0.025	2.226	-0.001
791.633	6.027	20.012	-26.046	0.033	0.033	0.025	-0.255	-0.001
791.695	6.600	19.629	-26.228	0.033	0.025	0.025	-0.255	0.002
791.758	7.184	19.196	-26.374	0.049	0.033	0.025	0.986	0.002
791.820	7.781	18.776	-26.563	0.041	0.025	0.033	0.986	0.000
791.883	8.365	18.350	-26.728	0.033	0.025	0.016	-0.255	0.000
791.946	8.919	17.960	-26.886	0.041	0.025	0.033	-0.255	0.000
792.008	9.473	17.559	-27.038	0.033	0.025	0.025	-1.495	-0.001
792.071	9.997	17.169	-27.184	0.033	0.025	0.033	-0.255	-0.002
792.133	10.521	16.779	-27.318	0.025	0.025	0.025	-0.255	-0.005
792.196	11.050	16.396	-27.464	0.033	0.025	0.016	-0.255	-0.002
792.258	11.592	15.982	-27.586	0.033	0.033	0.025	0.986	-0.002
792.321	12.158	15.550	-27.714	0.033	0.025	0.016	0.986	-0.001
792.383	12.749	15.093	-27.848	0.033	0.033	0.025	-0.255	0.002
792.446	13.370	14.594	-27.982	0.041	0.033	0.025	0.986	0.000
792.508	13.997	14.082	-28.091	0.033	0.025	0.025	0.986	0.002
792.571	14.551	13.589	-28.171	0.041	0.033	0.025	-0.255	-0.001
792.634	15.056	13.090	-28.164	0.033	0.016	0.033	0.986	0.003
792.696	15.568	12.578	-28.164	0.033	0.016	0.016	-1.495	0.002
792.759	16.055	12.110	-28.195	0.033	0.033	0.016	-1.495	0.003
792.821	16.511	11.647	-28.177	0.033	0.016	0.025	-1.495	0.002
792.884	16.944	11.172	-28.128	0.033	0.025	0.025	-0.255	0.000
792.946	17.388	10.661	-28.061	0.041	0.016	0.025	0.986	0.003
793.009	17.735	10.186	-27.939	0.041	0.025	0.033	0.986	0.003
793.071	18.137	9.632	-27.793	0.041	0.016	0.016	-0.255	0.002
793.134	18.515	9.072	-27.604	0.041	0.016	0.025	0.986	0.003
793.197	18.874	8.408	-27.312	0.033	0.016	0.025	-0.255	0.002
793.259	19.294	7.635	-26.929	0.041	0.025	0.033	-0.255	0.003
793.322	19.714	6.770	-26.502	0.041	0.016	0.033	0.986	0.000
793.384	20.189	5.766	-25.973	0.033	0.033	0.025	0.986	0.000
793.447	20.639	4.767	-25.425	0.049	0.025	0.025	-0.255	0.002
793.509	21.120	3.756	-24.883	0.041	0.025	0.025	2.226	0.000
793.572	21.620	2.807	-24.432	0.025	0.025	0.016	0.986	0.000
793.634	22.076	1.936	-24.030	0.033	0.033	0.033	2.226	0.000
793.697	22.515	1.126	-23.647	0.049	0.025	0.025	0.986	0.000
793.759	22.929	0.371	-23.312	0.025	0.025	0.025	-0.255	0.002
793.822	23.318	-0.347	-22.989	0.033	0.008	0.025	-1.495	-0.001
793.885	23.665	-1.011	-22.655	0.033	0.033	0.016	-0.255	0.002
793.947	23.957	-1.662	-22.289	0.041	0.041	0.025	-0.255	0.000
794.010	24.250	-2.314	-21.930	0.033	0.025	0.025	2.226	0.003
794.072	24.524	-2.953	-21.559	0.033	0.016	0.025	-0.255	0.002
794.135	24.785	-3.549	-21.242	0.041	0.016	0.025	-0.255	0.000
794.197	25.072	-4.170	-20.889	0.033	0.025	0.025	0.986	0.002
794.260	25.315	-4.755	-20.554	0.033	0.033	0.033	-0.255	0.002
794.322	25.565	-5.315	-20.231	0.033	0.025	0.025	-0.255	0.002
794.385	25.784	-5.881	-19.909	0.033	0.025	0.041	0.986	0.000
794.448	26.015	-6.435	-19.550	0.041	0.025	0.025	0.986	0.002
794.510	26.216	-7.020	-19.178	0.049	0.025	0.033	-0.255	0.002
794.573	26.387	-7.592	-18.776	0.025	0.033	0.025	0.986	0.003
794.635	26.575	-8.213	-18.350	0.041	0.033	0.025	-0.255	-0.001
794.698	26.722	-8.804	-17.900	0.025	0.025	0.033	2.226	0.002
794.760	26.862	-9.376	-17.461	0.033	0.025	0.025	0.986	0.003
794.823	26.977	-9.936	-17.023	0.041	0.025	0.025	-0.255	0.000
794.885	27.099	-10.490	-16.585	0.033	0.033	0.033	-0.255	-0.002
794.948	27.215	-11.050	-16.152	0.041	0.025	0.025	0.986	-0.001
795.010	27.379	-11.641	-15.720	0.033	0.025	0.025	-1.495	-0.001
795.073	27.519	-12.219	-15.276	0.033	0.041	0.033	-0.255	-0.001
795.136	27.677	-12.852	-14.813	0.049	0.016	0.025	-0.255	0.000
795.198	27.817	-13.467	-14.338	0.033	0.033	0.025	-1.495	0.000
795.261	27.951	-14.076	-13.845	0.033	0.025	0.033	-1.495	-0.001
795.323	28.037	-14.642	-13.370	0.041	0.025	0.025	-0.255	0.002
795.386	28.079	-15.166	-12.889	0.033	0.016	0.033	0.986	0.003
795.448	28.079	-15.659	-12.402	0.041	0.033	0.033	-0.255	0.000
795.511	28.104	-16.146	-11.945	0.041	0.025	0.025	-0.255	0.000
795.573	28.128	-16.621	-11.470	0.033	0.025	0.025	-1.495	0.003
795.636	28.128	-17.114	-10.989	0.033	0.033	0.033	0.986	0.002
795.699	28.049	-17.565	-10.460	0.041	0.025	0.033	-1.495	0.000
795.761	27.988	-17.954	-9.997	0.049	0.041	0.025	0.986	0.000
795.824	27.890	-18.374	-9.498	0.025	0.033	0.025	0.986	0.002
795.886	27.714	-18.728	-8.974	0.033	0.025	0.033	0.986	0.002
795.949	27.476	-19.081	-8.384	0.033	0.016	0.016	-0.255	0.002
796.011	27.093	-19.470	-7.616	0.033	0.025	0.033	-0.255	0.002
796.074	26.661	-19.872	-6.764	0.025	0.025	0.025	2.226	0.002
796.136	26.186	-20.317	-5.863	0.049	0.033	0.016	-1.495	0.000
796.199	25.680	-20.804	-4.865	0.033	0.041	0.008	-0.255	0.002
796.261	25.187	-21.303	-3.878	0.049	0.033	0.025	-0.255	0.003
796.324	24.725	-21.711	-3.002	0.033	0.025	0.025	-0.255	0.003
796.387	24.311	-22.167	-2.143	0.041	0.025	0.033	-1.495	0.003
796.449	23.951	-22.569	-1.388	0.033	0.033	0.016	0.986	0.002
796.512	23.635	-22.941	-0.700	0.033	0.016	0.016	-0.255	0.003
796.574	23.324	-23.300	-0.012	0.033	0.033	0.025	-0.255	0.004
796.637	22.989	-23.629	0.639	0.041	0.025	0.025	-0.255	0.004
796.699	22.648	-23.951	1.291	0.033	0.025	0.033	-0.255	0.003
796.762	22.326	-24.286	1.960	0.025	0.025	0.025	0.986	0.006
796.824	21.979	-24.615	2.636	0.041	0.025	0.016	0.986	0.000
796.887	21.620	-24.950	3.312	0.041	0.016	0.016	0.986	-0.001
796.950	21.266	-25.273	3.982	0.049	0.033	0.025	-0.255	-0.002
