Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A	RPM	Torque
0.000	-6.265	-19.866	26.125	0.041	0.016	0.025	-2.735	0.002
0.063	-6.825	-19.452	26.289	0.033	0.025	0.025	-1.495	0.003
0.125	-7.428	-19.026	26.460	0.041	0.033	0.025	-0.255	0.002
0.188	-8.030	-18.612	26.642	0.049	0.033	0.033	-0.255	0.002
0.250	-8.597	-18.192	26.801	0.041	0.025	0.016	-1.495	0.000
0.313	-9.169	-17.784	26.953	0.041	0.033	0.025	-0.255	0.002
0.375	-9.747	-17.358	27.123	0.041	0.033	0.025	-0.255	0.002
0.438	-10.283	-16.962	27.257	0.041	0.033	0.033	0.986	-0.001
0.500	-10.831	-16.566	27.403	0.033	0.025	0.016	-0.255	0.000
0.563	-11.361	-16.164	27.537	0.041	0.025	0.041	-0.255	0.000
0.625	-11.903	-15.757	27.671	0.016	0.016	0.025	0.986	0.000
0.688	-12.469	-15.312	27.805	0.033	0.025	0.025	0.986	0.002
0.751	-13.072	-14.849	27.939	0.041	0.016	0.016	0.986	0.000
0.813	-13.717	-14.338	28.061	0.049	0.025	0.025	-0.255	0.000
0.876	-14.326	-13.814	28.158	0.041	0.025	0.025	-0.255	0.002
0.938	-14.843	-13.315	28.195	0.041	0.025	0.016	0.986	0.000
1.001	-15.342	-12.810	28.171	0.033	0.016	0.025	-0.255	0.002
1.063	-15.842	-12.341	28.201	0.041	0.025	0.025	0.986	0.000
1.126	-16.298	-11.890	28.189	0.033	0.033	0.025	-0.255	0.002
1.188	-16.737	-11.416	28.164	0.033	0.041	0.025	-0.255	0.002
1.251	-17.169	-10.910	28.104	0.033	0.025	0.025	-0.255	0.004
1.314	-17.559	-10.423	27.994	0.041	0.025	0.016	0.986	0.004
1.376	-17.954	-9.893	27.878	0.041	0.033	0.033	0.986	0.003
1.439	-18.350	-9.333	27.690	0.033	0.025	0.016	0.986	0.003
1.501	-18.715	-8.700	27.428	0.033	0.025	0.033	-0.255	0.004
1.564	-19.105	-7.963	27.093	0.041	0.025	0.025	0.986	0.006
1.626	-19.519	-7.142	26.673	0.049	0.025	0.033	-0.255	0.005
1.689	-19.988	-6.192	26.192	0.033	0.025	0.025	-0.255	0.005
1.751	-20.444	-5.212	25.674	0.025	0.025	0.025	-1.495	0.004
1.814	-20.889	-4.237	25.139	0.033	0.025	0.033	0.986	0.005
1.876	-21.358	-3.294	24.670	0.033	0.025	0.033	-0.255	0.004
1.939	-21.845	-2.381	24.231	0.033	0.016	0.033	-0.255	0.003
2.002	-22.283	-1.583	23.872	0.033	0.016	0.025	0.986	0.005
2.064	-22.709	-0.798	23.513	0.041	0.033	0.025	0.986	0.004
2.127	-23.117	-0.049	23.172	0.041	0.025	0.016	-0.255	0.004
2.189	-23.483	0.651	22.831	0.033	0.025	0.016	0.986	0.003
2.252	-23.811	1.309	22.490	0.033	0.025	0.033	0.986	0.002
2.314	-24.091	1.967	22.137	0.033	0.025	0.033	-0.255	0.003
2.377	-24.384	2.612	21.766	0.033	0.025	0.033	-1.495	-0.002
2.439	-24.658	3.239	21.406	0.041	0.033	0.025	-0.255	0.000
2.502	-24.932	3.866	21.059	0.041	0.025	0.025	-0.255	0.000
2.565	-25.199	4.469	20.718	0.041	0.016	0.025	0.986	0.000
2.627	-25.473	5.084	20.378	0.033	0.025	0.025	-1.495	0.000
2.690	-25.711	5.644	20.061	0.033	0.025	0.025	-0.255	0.002
2.752	-25.960	6.234	19.696	0.041	0.033	0.033	-0.255	0.002
2.815	-26.167	6.813	19.336	0.041	0.016	0.033	2.226	0.003
2.877	-26.381	7.403	18.965	0.025	0.025	0.025	-0.255	0.002
2.940	-26.581	7.970	18.575	0.033	0.033	0.033	0.986	0.003
3.002	-26.728	8.566	18.143	0.033	0.025	0.025	-0.255	0.000
3.065	-26.849	9.132	17.705	0.033	0.025	0.025	-0.255	0.002
3.127	-26.965	9.680	17.254	0.033	0.025	0.033	0.986	0.000
3.190	-27.105	10.259	16.822	0.033	0.016	0.025	0.986	0.003
3.253	-27.202	10.807	16.371	0.033	0.016	0.025	-1.495	0.004
3.315	-27.361	11.385	15.939	0.041	0.033	0.025	-0.255	0.004
3.378	-27.495	11.982	15.507	0.025	0.025	0.025	0.986	0.004
3.440	-27.641	12.585	15.044	0.033	0.025	0.033	-0.255	0.003
3.503	-27.787	13.193	14.575	0.041	0.033	0.025	0.986	0.003
3.565	-27.927	13.827	14.088	0.033	0.025	0.025	-0.255	0.003
3.628	-28.012	14.399	13.595	0.033	0.041	0.025	2.226	0.004
3.690	-28.067	14.916	13.126	0.041	0.033	0.025	0.986	0.005
3.753	-28.128	15.452	12.639	0.041	0.033	0.016	-2.735	0.004
3.816	-28.122	15.927	12.170	0.041	0.041	0.025	0.986	0.004
3.878	-28.152	16.420	11.714	0.033	0.025	0.033	2.226	0.004
3.941	-28.146	16.895	11.239	0.041	0.025	0.025	0.986	0.003
4.003	-28.116	17.321	10.758	0.033	0.025	0.025	0.986	0.003
4.066	-28.073	17.784	10.265	0.041	0.025	0.016	-0.255	0.003
4.128	-27.988	18.149	9.833	0.033	0.033	0.025	-0.255	0.004
4.191	-27.878	18.551	9.297	0.033	0.033	0.025	0.986	0.004
4.253	-27.677	18.910	8.743	0.033	0.033	0.025	-0.255	0.003
4.316	-27.379	19.257	8.085	0.033	0.033	0.033	-0.255	0.004
4.378	-26.953	19.683	7.257	0.033	0.025	0.025	0.986	0.003
4.441	-26.484	20.091	6.374	0.041	0.025	0.041	-0.255	0.004
4.504	-25.960	20.560	5.394	0.033	0.033	0.025	0.986	0.002
4.566	-25.449	21.059	4.390	0.041	0.025	0.033	-0.255	0.003
4.629	-24.980	21.504	3.464	0.041	0.025	0.016	-0.255	0.004
4.691	-24.548	21.942	2.594	0.033	0.016	0.025	0.986	0.003
4.754	-24.171	22.362	1.802	0.033	0.025	0.025	0.986	0.004
4.816	-23.830	22.752	1.084	0.033	0.016	0.033	-1.495	0.003
4.879	-23.525	23.117	0.402	0.033	0.041	0.033	0.986	0.003
4.941	-23.178	23.464	-0.286	0.033	0.025	0.016	-1.495	0.003
5.004	-22.855	23.817	-0.962	0.033	0.025	0.025	-1.495	0.003
5.067	-22.533	24.140	-1.613	0.033	0.025	0.025	0.986	0.002
5.129	-22.180	24.457	-2.283	0.041	0.025	0.033	-0.255	-0.001
5.192	-21.833	24.792	-2.953	0.041	0.033	0.033	-0.255	0.002
5.254	-21.467	25.114	-3.616	0.041	0.025	0.025	-1.495	0.000
5.317	-21.126	25.419	-4.286	0.041	0.033	0.016	2.226	0.003
5.379	-20.779	25.735	-4.944	0.033	0.025	0.025	-0.255	0.003
5.442	-20.438	26.046	-5.589	0.041	0.033	0.025	-0.255	0.003
5.504	-20.073	26.332	-6.241	0.033	0.016	0.016	-0.255	0.003
5.567	-19.720	26.606	-6.862	0.033	0.033	0.025	-1.495	0.004
5.629	-19.379	26.843	-7.446	0.033	0.025	0.025	-0.255	0.004
5.692	-19.032	27.069	-8.018	0.033	0.025	0.025	0.986	0.004
5.755	-18.661	27.251	-8.560	0.033	0.033	0.025	-1.495	0.005
5.817	-18.265	27.397	-9.108	0.049	0.033	0.025	-1.495	0.005
5.880	-17.845	27.537	-9.656	0.033	0.041	0.033	0.986	0.003
5.942	-17.352	27.604	-10.210	0.041	0.033	0.016	0.986	0.003
6.005	-16.901	27.708	-10.770	0.041	0.041	0.025	2.226	0.005
6.067	-16.408	27.799	-11.349	0.041	0.025	0.041	-1.495	0.004
6.130	-15.927	27.933	-11.963	0.025	0.025	0.016	0.986	0.003
6.192	-15.446	28.061	-12.585	0.041	0.025	0.025	0.986	0.004
6.255	-14.953	28.183	-13.199	0.033	0.025	0.033	-0.255	0.003
6.318	-14.460	28.286	-13.796	0.033	0.016	0.033	-0.255	0.003
6.380	-13.930	28.353	-14.374	0.041	0.025	0.008	0.986	0.000
6.443	-13.510	28.438	-14.886	0.041	0.025	0.033	0.986	0.000
6.505	-13.126	28.493	-15.324	0.041	0.033	0.016	0.986	0.002
6.568	-12.700	28.524	-15.805	0.041	0.016	0.016	-1.495	0.003
6.630	-12.268	28.548	-16.250	0.041	0.025	0.025	-0.255	0.003
6.693	-11.836	28.554	-16.682	0.041	0.033	0.025	-0.255	0.003
6.755	-11.336	28.511	-17.145	0.041	0.033	0.016	-0.255	0.003
6.818	-10.825	28.463	-17.607	0.033	0.025	0.033	-0.255	0.003
6.880	-10.314	28.396	-18.034	0.025	0.033	0.025	0.986	0.004
6.943	-9.772	28.268	-18.454	0.033	0.016	0.033	-0.255	0.005
7.006	-9.224	28.097	-18.849	0.033	0.033	0.033	-0.255	0.004
7.068	-8.615	27.890	-19.239	0.025	0.025	0.033	0.986	0.004
7.131	-7.903	27.598	-19.665	0.025	0.016	0.033	0.986	0.004
7.193	-7.099	27.202	-20.073	0.049	0.025	0.041	-0.255	0.005
7.256	-6.186	26.691	-20.475	0.033	0.025	0.033	-0.255	0.004
7.318	-5.175	26.119	-20.907	0.033	0.025	0.025	-0.255	0.004
7.381	-4.146	25.540	-21.358	0.041	0.033	0.025	0.986	0.005
7.443	-3.117	24.974	-21.833	0.041	0.025	0.016	0.986	0.005
7.506	-2.180	24.463	-22.247	0.033	0.025	0.016	2.226	0.004
7.569	-1.285	24.000	-22.673	0.025	0.033	0.033	-1.495	0.004
7.631	-0.499	23.604	-23.081	0.033	0.025	0.025	-0.255	0.004
7.694	0.244	23.251	-23.464	0.041	0.025	0.033	-0.255	0.003
7.756	0.944	22.904	-23.830	0.033	0.025	0.033	0.986	0.003
7.819	1.583	22.594	-24.158	0.033	0.025	0.025	-0.255	0.002
7.881	2.186	22.283	-24.457	0.049	0.025	0.033	-0.255	0.005
7.944	2.770	21.967	-24.731	0.033	0.025	0.025	-1.495	0.004
8.006	3.355	21.638	-24.999	0.033	0.025	0.041	-0.255	0.002
8.069	3.939	21.315	-25.242	0.041	0.025	0.016	0.986	0.002
8.131	4.518	20.974	-25.486	0.049	0.025	0.033	0.986	0.002
8.194	5.065	20.645	-25.705	0.041	0.025	0.033	-1.495	0.000
8.257	5.613	20.298	-25.906	0.041	0.033	0.025	2.226	0.002
8.319	6.186	19.909	-26.107	0.041	0.041	0.033	-1.495	0.003
8.382	6.734	19.525	-26.253	0.033	0.033	0.025	-0.255	0.000
8.444	7.318	19.093	-26.417	0.033	0.008	0.008	0.986	0.004
8.507	7.903	18.685	-26.606	0.041	0.033	0.025	0.986	0.005
8.569	8.475	18.277	-26.770	0.041	0.041	0.025	-0.255	0.005
8.632	9.047	17.869	-26.935	0.041	0.033	0.016	2.226	0.003
8.694	9.595	17.461	-27.075	0.033	0.033	0.033	-0.255	0.003
8.757	10.119	17.065	-27.209	0.049	0.025	0.025	-0.255	0.004
8.820	10.655	16.676	-27.349	0.033	0.025	0.025	-0.255	0.004
8.882	11.178	16.286	-27.476	0.033	0.025	0.025	-0.255	0.004
8.945	11.726	15.878	-27.623	0.033	0.016	0.033	-0.255	0.005
9.007	12.323	15.434	-27.763	0.016	0.016	0.025	0.986	0.003
9.070	12.919	14.953	-27.890	0.033	0.025	0.016	-0.255	0.004
9.132	13.534	14.448	-28.000	0.041	0.025	0.033	-0.255	0.005
9.195	14.167	13.930	-28.097	0.041	0.025	0.016	-0.255	0.003
9.257	14.685	13.449	-28.152	0.025	0.041	0.025	-0.255	0.004
9.320	15.184	12.962	-28.164	0.041	0.025	0.033	0.986	0.002
9.382	15.702	12.475	-28.189	0.041	0.025	0.033	0.986	0.002
9.445	16.171	12.006	-28.195	0.033	0.033	0.016	-0.255	0.002
9.508	16.621	11.525	-28.164	0.041	0.041	0.025	-1.495	0.002
9.570	17.072	11.020	-28.122	0.041	0.025	0.033	2.226	0.002
9.633	17.473	10.527	-28.031	0.033	0.025	0.033	-0.255	0.003
9.695	17.863	10.027	-27.909	0.033	0.033	0.025	0.986	0.002
9.758	18.259	9.492	-27.757	0.033	0.033	0.025	0.986	0.002
9.820	18.630	8.889	-27.537	0.033	0.025	0.025	-0.255	-0.001
9.883	19.002	8.201	-27.233	0.049	0.025	0.025	-0.255	0.003
9.945	19.409	7.422	-26.843	0.041	0.025	0.041	0.986	0.004
10.008	19.854	6.508	-26.374	0.041	0.033	0.033	2.226	0.003
10.071	20.353	5.492	-25.845	0.041	0.033	0.025	-0.255	0.004
10.133	20.792	4.487	-25.297	0.025	0.041	0.033	-0.255	0.003
10.196	21.272	3.470	-24.755	0.033	0.008	0.025	-2.735	0.003
10.258	21.747	2.521	-24.292	0.041	0.025	0.033	-1.495	0.004
10.321	22.216	1.668	-23.915	0.041	0.033	0.025	-0.255	0.003
10.383	22.655	0.889	-23.550	0.041	0.025	0.025	-0.255	0.003
10.446	23.050	0.164	-23.221	0.057	0.041	0.033	-0.255	0.003
10.508	23.422	-0.518	-22.898	0.033	0.016	0.025	-1.495	0.002
10.571	23.763	-1.187	-22.575	0.049	0.025	0.025	-0.255	0.003
10.633	24.043	-1.833	-22.216	0.033	0.033	0.016	-1.495	0.004
10.696	24.317	-2.466	-21.857	0.041	0.025	0.041	0.986	0.004
10.759	24.609	-3.123	-21.486	0.033	0.016	0.025	0.986	0.004
10.821	24.871	-3.732	-21.151	0.041	0.025	0.025	2.226	0.004
10.884	25.151	-4.341	-20.804	0.033	0.025	0.033	0.986	0.003
10.946	25.413	-4.925	-20.475	0.033	0.016	0.025	0.986	0.003
11.009	25.656	-5.504	-20.146	0.041	0.025	0.025	0.986	0.003
11.071	25.869	-6.058	-19.799	0.041	0.033	0.041	-0.255	0.004
11.134	26.082	-6.630	-19.446	0.049	0.025	0.016	-0.255	0.004
11.196	26.283	-7.209	-19.050	0.033	0.025	0.025	-0.255	0.004
11.259	26.466	-7.763	-18.679	0.041	0.016	0.025	-0.255	0.003
11.322	26.618	-8.365	-18.228	0.033	0.033	0.025	-0.255	0.006
11.384	26.758	-8.944	-17.790	0.033	0.025	0.025	-0.255	0.005
11.447	26.916	-9.540	-17.346	0.033	0.041	0.025	-0.255	0.005
11.509	27.020	-10.088	-16.913	0.041	0.033	0.016	-0.255	0.004
11.572	27.136	-10.655	-16.463	0.033	0.025	0.016	-0.255	0.003
11.634	27.300	-11.233	-16.043	0.041	0.033	0.033	-0.255	0.004
11.697	27.422	-11.805	-15.598	0.049	0.033	0.025	-0.255	0.003
11.759	27.556	-12.402	-15.135	0.033	0.025	0.033	-1.495	0.003
11.822	27.720	-13.041	-14.661	0.025	0.016	0.025	-1.495	0.003
11.884	27.860	-13.680	-14.174	0.033	0.025	0.016	-0.255	0.003
11.947	27.970	-14.289	-13.662	0.041	0.025	0.016	0.986	0.000
12.010	28.037	-14.801	-13.218	0.041	0.033	0.025	-0.255	0.000
12.072	28.091	-15.330	-12.743	0.033	0.025	0.033	-0.255	0.002
12.135	28.110	-15.823	-12.268	0.033	0.025	0.025	-0.255	0.000
12.197	28.140	-16.304	-11.823	0.041	0.025	0.025	-0.255	0.003
12.260	28.152	-16.785	-11.336	0.041	0.016	0.033	0.986	0.004
12.322	28.122	-17.272	-10.825	0.041	0.025	0.025	0.986	0.002
12.385	28.043	-17.735	-10.307	0.033	0.025	0.016	-1.495	0.000
12.447	27.976	-18.125	-9.839	0.033	0.025	0.025	-0.255	0.000
12.510	27.890	-18.502	-9.358	0.041	0.008	0.025	-0.255	0.004
12.573	27.714	-18.880	-8.816	0.033	0.033	0.041	-0.255	0.004
12.635	27.422	-19.215	-8.201	0.041	0.033	0.016	-1.495	0.004
12.698	27.026	-19.598	-7.403	0.049	0.016	0.041	2.226	0.002
12.760	26.551	-20.006	-6.533	0.033	0.025	0.025	0.986	0.004
12.823	26.064	-20.469	-5.589	0.041	0.033	0.033	-0.255	0.002
12.885	25.553	-20.956	-4.572	0.041	0.025	0.025	0.986	0.004
12.948	25.066	-21.431	-3.610	0.033	0.025	0.025	0.986	0.003
13.010	24.609	-21.887	-2.721	0.041	0.033	0.025	-0.255	0.005
13.073	24.213	-22.326	-1.881	0.033	0.025	0.033	2.226	0.005
13.135	23.878	-22.722	-1.139	0.033	0.016	0.025	-0.255	0.004
13.198	23.550	-23.062	-0.487	0.049	0.016	0.016	0.986	0.005
13.261	23.239	-23.409	0.177	0.033	0.025	0.025	-1.495	0.005
13.323	22.929	-23.744	0.822	0.033	0.016	0.025	-0.255	0.003
13.386	22.594	-24.055	1.473	0.025	0.025	0.025	0.986	0.006
13.448	22.259	-24.396	2.143	0.033	0.025	0.033	-0.255	0.003
13.511	21.900	-24.725	2.813	0.041	0.025	0.016	0.986	0.004
13.573	21.546	-25.047	3.476	0.025	0.033	0.025	-0.255	0.002
13.636	21.199	-25.370	4.158	0.041	0.041	0.033	-1.495	0.000
13.698	20.852	-25.687	4.816	0.049	0.025	0.041	-0.255	0.002
13.761	20.505	-26.003	5.467	0.049	0.041	0.025	0.986	0.000
13.824	20.146	-26.289	6.119	0.041	0.025	0.033	-1.495	0.002
13.886	19.781	-26.557	6.752	0.041	0.041	0.025	0.986	0.002
13.949	19.452	-26.788	7.312	0.033	0.033	0.033	-1.495	0.004
14.011	19.105	-27.002	7.872	0.033	0.025	0.025	-0.255	0.004
14.074	18.740	-27.190	8.414	0.041	0.033	0.033	0.986	0.003
14.136	18.356	-27.355	8.980	0.033	0.025	0.033	-1.495	0.003
14.199	17.960	-27.507	9.516	0.033	0.033	0.016	0.986	0.004
14.261	17.473	-27.604	10.088	0.033	0.033	0.025	-0.255	0.003
14.324	17.011	-27.696	10.648	0.025	0.025	0.033	0.986	0.004
14.386	16.530	-27.793	11.215	0.033	0.033	0.033	-1.495	0.004
14.449	16.037	-27.890	11.805	0.041	0.025	0.041	-0.255	0.003
14.512	15.574	-28.037	12.420	0.041	0.033	0.016	0.986	0.003
14.574	15.111	-28.171	13.029	0.033	0.033	0.025	-0.255	0.004
14.637	14.606	-28.268	13.626	0.041	0.033	0.033	-0.255	0.003
14.699	14.088	-28.371	14.228	0.033	0.025	0.025	-0.255	0.003
14.762	13.632	-28.438	14.758	0.041	0.025	0.025	0.986	0.004
14.824	13.260	-28.511	15.209	0.041	0.025	0.008	-0.255	0.004
14.887	12.871	-28.572	15.647	0.041	0.025	0.033	0.986	0.003
14.949	12.432	-28.585	16.116	0.033	0.025	0.016	-0.255	0.004
15.012	12.006	-28.597	16.566	0.041	0.016	0.033	-0.255	0.000
15.075	11.507	-28.578	17.029	0.033	0.033	0.025	2.226	-0.001
15.137	10.989	-28.536	17.504	0.041	0.025	0.025	-0.255	0.000
15.200	10.460	-28.457	17.954	0.033	0.025	0.016	-0.255	0.000
15.262	9.924	-28.347	18.374	0.049	0.025	0.025	-0.255	0.000
15.325	9.382	-28.201	18.776	0.033	0.016	0.033	-0.255	-0.001
15.387	8.798	-28.012	19.172	0.033	0.025	0.033	-0.255	0.002
15.450	8.140	-27.750	19.568	0.033	0.033	0.041	-0.255	0.003
15.512	7.367	-27.379	19.976	0.041	0.025	0.025	-0.255	0.004
15.575	6.496	-26.898	20.365	0.033	0.025	0.025	0.986	0.002
15.637	5.522	-26.338	20.779	0.041	0.033	0.016	-1.495	0.004
15.700	4.475	-25.747	21.242	0.033	0.025	0.016	-0.255	0.005
15.763	3.440	-25.163	21.711	0.041	0.033	0.016	-1.495	0.004
15.825	2.441	-24.615	22.161	0.049	0.025	0.033	-0.255	0.005
15.888	1.510	-24.122	22.581	0.041	0.025	0.025	0.986	0.005
15.950	0.676	-23.702	22.989	0.033	0.016	0.025	-1.495	0.006
16.013	-0.091	-23.336	23.403	0.033	0.025	0.016	0.986	0.006
16.075	-0.785	-23.014	23.775	0.041	0.025	0.016	-0.255	0.005
16.138	-1.419	-22.703	24.097	0.033	0.025	0.025	0.986	0.005
16.200	-2.027	-22.393	24.396	0.033	0.033	0.016	-0.255	0.004
16.263	-2.606	-22.088	24.670	0.041	0.025	0.025	-0.255	0.004
16.326	-3.196	-21.753	24.938	0.033	0.016	0.025	0.986	0.003
16.388	-3.763	-21.431	25.193	0.041	0.033	0.016	0.986	0.002
16.451	-4.329	-21.090	25.413	0.033	0.016	0.025	-1.495	0.004
16.513	-4.919	-20.743	25.662	0.033	0.025	0.033	-1.495	0.003
16.576	-5.449	-20.414	25.857	0.033	0.033	0.025	-0.255	0.004
16.638	-6.027	-20.037	26.064	0.041	0.025	0.016	-0.255	0.003
16.701	-6.588	-19.635	26.228	0.049	0.033	0.025	0.986	0.002
16.763	-7.166	-19.209	26.374	0.041	0.033	0.033	-0.255	0.003
16.826	-7.738	-18.795	26.533	0.033	0.033	0.025	0.986	0.003
16.888	-8.341	-18.374	26.709	0.025	0.025	0.033	-1.495	0.002
16.951	-8.919	-17.954	26.886	0.033	0.025	0.033	0.986	0.004
17.014	-9.479	-17.553	27.044	0.033	0.025	0.025	0.986	0.002
17.076	-10.034	-17.151	27.196	0.025	0.033	0.033	-1.495	0.002
17.139	-10.575	-16.761	27.349	0.033	0.025	0.025	-0.255	0.002
17.201	-11.105	-16.347	27.470	0.033	0.025	0.016	-0.255	0.000
17.264	-11.653	-15.945	27.610	0.033	0.025	0.033	-0.255	0.004
17.326	-12.213	-15.519	27.738	0.033	0.025	0.025	0.986	0.002
17.389	-12.804	-15.044	27.866	0.041	0.016	0.025	-0.255	0.002
17.451	-13.443	-14.545	28.018	0.041	0.025	0.025	0.986	0.002
17.514	-14.088	-14.015	28.122	0.041	0.025	0.025	-0.255	0.000
17.577	-14.630	-13.528	28.177	0.049	0.033	0.025	0.986	0.002
17.639	-15.111	-13.035	28.171	0.033	0.025	0.025	0.986	-0.001
17.702	-15.604	-12.578	28.195	0.041	0.025	0.025	-0.255	0.002
17.764	-16.073	-12.122	28.219	0.033	0.025	0.008	-0.255	0.000
17.827	-16.505	-11.659	28.183	0.033	0.025	0.016	-1.495	0.002
17.889	-16.938	-11.172	28.134	0.041	0.033	0.016	-1.495	0.000
17.952	-17.376	-10.642	28.055	0.033	0.025	0.025	0.986	0.000
18.014	-17.760	-10.137	27.921	0.033	0.025	0.016	-0.255	0.004
18.077	-18.180	-9.583	27.769	0.033	0.025	0.033	-0.255	0.003
18.139	-18.563	-8.974	27.543	0.033	0.025	0.033	-0.255	0.004
18.202	-18.929	-8.304	27.251	0.049	0.025	0.033	-1.495	0.002
18.265	-19.324	-7.519	26.874	0.033	0.033	0.025	-0.255	0.003
18.327	-19.750	-6.655	26.435	0.025	0.033	0.025	0.986	0.003
18.390	-20.219	-5.680	25.918	0.041	0.033	0.025	-0.255	0.003
18.452	-20.664	-4.718	25.388	0.033	0.025	0.016	-0.255	0.002
18.515	-21.139	-3.720	24.883	0.033	0.025	0.033	2.226	0.003
18.577	-21.589	-2.819	24.426	0.041	0.016	0.025	-1.495	0.002
18.640	-22.088	-1.918	24.012	0.049	0.033	0.025	0.986	0.003
18.702	-22.545	-1.090	23.653	0.049	0.025	0.025	-0.255	0.002
18.765	-22.947	-0.353	23.312	0.041	0.033	0.025	-0.255	0.002
18.828	-23.343	0.365	22.971	0.025	0.025	0.033	-0.255	0.003
18.890	-23.696	1.047	22.648	0.041	0.016	0.025	-0.255	0.003
18.953	-23.976	1.674	22.295	0.049	0.025	0.025	0.986	0.003
19.015	-24.250	2.320	21.936	0.025	0.025	0.025	-0.255	0.000
19.078	-24.530	2.965	21.565	0.041	0.033	0.025	-0.255	0.000
19.140	-24.816	3.580	21.218	0.041	0.016	0.025	-0.255	0.003
19.203	-25.084	4.201	20.877	0.033	0.033	0.033	-1.495	0.002
19.265	-25.364	4.816	20.548	0.033	0.025	0.025	-0.255	0.003
19.328	-25.632	5.388	20.213	0.049	0.033	0.025	0.986	0.003
19.390	-25.857	5.973	19.872	0.033	0.033	0.025	-0.255	0.003
19.453	-26.082	6.563	19.507	0.033	0.025	0.025	-0.255	0.003
19.516	-26.301	7.154	19.123	0.041	0.033	0.016	-0.255	0.002
19.578	-26.490	7.714	18.764	0.041	0.033	0.025	-0.255	0.000
19.641	-26.655	8.292	18.350	0.033	0.016	0.025	-0.255	0.002
19.703	-26.795	8.852	17.918	0.033	0.025	0.025	0.986	0.003
19.766	-26.916	9.419	17.479	0.033	0.033	0.025	-0.255	0.002
19.828	-27.026	9.979	17.029	0.041	0.025	0.025	-0.255	0.002
19.891	-27.160	10.557	16.591	0.041	0.025	0.016	-0.255	-0.001
19.953	-27.276	11.111	16.140	0.033	0.025	0.025	0.986	-0.002
20.016	-27.422	11.702	15.696	0.041	0.033	0.025	-0.255	-0.002
20.079	-27.580	12.311	15.251	0.033	0.025	0.033	0.986	0.000
20.141	-27.726	12.925	14.776	0.033	0.016	0.033	-0.255	-0.001
20.204	-27.878	13.559	14.289	0.033	0.025	0.025	0.986	0.000
20.266	-27.982	14.174	13.784	0.041	0.025	0.025	-0.255	-0.001
20.329	-28.043	14.715	13.321	0.033	0.025	0.033	-0.255	-0.001
20.391	-28.104	15.221	12.865	0.041	0.025	0.025	-0.255	-0.001
20.454	-28.110	15.702	12.384	0.041	0.033	0.016	0.986	0.002
20.516	-28.140	16.171	11.951	0.033	0.025	0.025	-0.255	0.000
20.579	-28.177	16.651	11.501	0.033	0.041	0.025	-1.495	0.003
20.641	-28.140	17.114	11.014	0.033	0.033	0.025	-1.495	-0.001
20.704	-28.085	17.577	10.484	0.033	0.033	0.025	0.986	0.002
20.767	-28.018	18.009	9.991	0.025	0.016	0.033	-0.255	0.000
20.829	-27.927	18.405	9.510	0.041	0.025	0.016	-0.255	0.002
20.892	-27.793	18.776	8.986	0.041	0.025	0.016	-0.255	0.002
20.954	-27.531	19.129	8.390	0.049	0.025	0.025	-0.255	0.000
21.017	-27.166	19.501	7.635	0.033	0.025	0.025	-1.495	0.002
21.079	-26.697	19.903	6.782	0.033	0.025	0.033	0.986	0.002
21.142	-26.186	20.311	5.851	0.041	0.025	0.016	-0.255	0.003
21.204	-25.699	20.816	4.858	0.041	0.025	0.025	-0.255	0.003
21.267	-25.212	21.297	3.897	0.041	0.025	0.041	-2.735	-0.001
21.330	-24.755	21.729	3.020	0.033	0.033	0.025	-0.255	0.002
21.392	-24.335	22.180	2.155	0.041	0.025	0.033	-0.255	0.002
21.455	-23.982	22.600	1.364	0.033	0.025	0.025	0.986	0.004
21.517	-23.647	22.977	0.670	0.041	0.033	0.025	-1.495	0.002
21.580	-23.324	23.343	-0.018	0.033	0.025	0.033	-1.495	0.000
21.642	-22.995	23.683	-0.682	0.033	0.033	0.016	-0.255	0.000
21.705	-22.673	23.994	-1.309	0.033	0.033	0.033	0.986	0.000
21.767	-22.338	24.317	-1.979	0.033	0.033	0.025	-0.255	0.002
21.830	-21.985	24.627	-2.636	0.033	0.033	0.025	-0.255	-0.001
21.892	-21.638	24.950	-3.306	0.041	0.033	0.025	-0.255	-0.002
21.955	-21.266	25.285	-3.988	0.025	0.025	0.025	-0.255	-0.001
22.018	-20.944	25.601	-4.645	0.049	0.016	0.033	0.986	0.000
22.080	-20.591	25.918	-5.303	0.041	0.016	0.033	-1.495	-0.001
22.143	-20.237	26.210	-5.948	0.041	0.025	0.025	2.226	0.000
22.205	-19.890	26.496	-6.594	0.033	0.025	0.025	-0.255	-0.001
22.268	-19.537	26.740	-7.178	0.041	0.025	0.025	-0.255	0.000
22.330	-19.196	26.977	-7.769	0.033	0.033	0.033	-0.255	0.000
22.393	-18.825	27.142	-8.304	0.041	0.025	0.016	-0.255	0.000
22.455	-18.454	27.318	-8.834	0.033	0.033	0.025	-0.255	0.002
22.518	-18.052	27.464	-9.388	0.041	0.033	0.025	0.986	0.000
22.581	-17.589	27.556	-9.936	0.041	0.016	0.025	-0.255	-0.001
22.643	-17.120	27.659	-10.502	0.041	0.025	0.033	0.986	-0.001
22.706	-16.658	27.775	-11.105	0.041	0.041	0.025	2.226	0.003
