Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A	RPM	Torque
1357.898	3.464	21.285	-24.700	-8.183	6.078	2.220	-0.255	-0.003
1357.960	4.024	20.962	-24.956	-8.101	6.184	2.031	0.986	-0.001
1358.023	4.572	20.633	-25.193	-8.043	6.299	1.859	-1.495	-0.001
1358.086	5.132	20.311	-25.406	-7.945	6.389	1.687	-0.255	0.000
1358.148	5.680	19.945	-25.607	-7.863	6.495	1.499	-0.255	-0.001
1358.211	6.222	19.610	-25.796	-7.790	6.577	1.319	-0.255	-0.002
1358.273	6.782	19.215	-25.979	-7.683	6.700	1.114	0.986	-0.003
1358.336	7.349	18.813	-26.137	-7.609	6.815	0.917	0.986	-0.001
1358.398	7.909	18.387	-26.271	-7.519	6.921	0.721	-0.255	-0.002
1358.461	8.481	17.942	-26.405	-7.429	7.020	0.516	0.986	-0.001
1358.523	9.029	17.528	-26.557	-7.331	7.159	0.303	-0.255	-0.001
1358.586	9.583	17.108	-26.697	-7.249	7.282	0.106	-0.255	0.000
1358.649	10.113	16.694	-26.807	-7.159	7.380	-0.098	-0.255	0.002
1358.711	10.648	16.292	-26.929	-7.061	7.486	-0.319	0.986	0.003
1358.774	11.178	15.884	-27.062	-6.970	7.601	-0.524	-0.255	0.002
1358.836	11.696	15.489	-27.184	-6.864	7.699	-0.713	-0.255	0.000
1358.899	12.213	15.081	-27.294	-6.782	7.822	-0.926	0.986	0.000
1358.961	12.755	14.661	-27.416	-6.684	7.921	-1.114	0.986	0.002
1359.024	13.327	14.192	-27.525	-6.585	8.011	-1.302	0.986	0.000
1359.086	13.918	13.699	-27.635	-6.463	8.084	-1.491	-0.255	-0.001
1359.149	14.557	13.151	-27.714	-6.356	8.166	-1.712	0.986	0.002
1359.211	15.105	12.621	-27.744	-6.209	8.265	-1.917	-1.495	0.000
1359.274	15.604	12.122	-27.732	-6.094	8.355	-2.146	0.986	-0.001
1359.337	16.085	11.610	-27.696	-5.963	8.445	-2.384	2.226	0.002
1359.399	16.548	11.148	-27.708	-5.816	8.535	-2.621	0.986	0.002
1359.462	16.980	10.673	-27.665	-5.693	8.633	-2.818	2.226	0.000
1359.524	17.382	10.192	-27.586	-5.545	8.732	-3.063	-0.255	-0.001
1359.587	17.808	9.668	-27.501	-5.414	8.822	-3.293	0.986	-0.001
1359.649	18.161	9.175	-27.367	-5.283	8.928	-3.530	0.986	0.000
1359.712	18.563	8.633	-27.221	-5.160	9.026	-3.751	-0.255	0.002
1359.774	18.941	8.061	-27.014	-5.037	9.108	-3.964	-0.255	0.000
1359.837	19.312	7.409	-26.734	-4.915	9.207	-4.169	-0.255	0.002
1359.900	19.683	6.655	-26.362	-4.800	9.256	-4.349	-0.255	0.003
1359.962	20.091	5.808	-25.924	-4.669	9.289	-4.530	-0.255	0.003
1360.025	20.536	4.840	-25.400	-4.521	9.297	-4.669	0.986	0.000
1360.087	20.962	3.872	-24.865	-4.366	9.297	-4.816	-0.255	0.003
1360.150	21.352	2.928	-24.329	-4.210	9.272	-4.947	-0.255	0.000
1360.212	21.851	1.967	-23.848	-4.030	9.231	-5.062	-0.255	-0.001
1360.275	22.308	1.096	-23.440	-3.858	9.166	-5.193	-1.495	0.000
1360.337	22.715	0.292	-23.032	-3.678	9.116	-5.324	-0.255	-0.002
1360.400	23.117	-0.475	-22.667	-3.498	9.043	-5.422	-0.255	-0.002
1360.462	23.464	-1.187	-22.326	-3.309	8.961	-5.537	-0.255	-0.001
1360.525	23.817	-1.869	-21.979	-3.121	8.879	-5.652	-0.255	-0.002
1360.588	24.097	-2.508	-21.626	-2.932	8.797	-5.758	-1.495	-0.002
1360.650	24.359	-3.129	-21.242	-2.744	8.715	-5.865	0.986	-0.003
1360.713	24.603	-3.763	-20.877	-2.539	8.617	-5.971	0.986	-0.001
1360.775	24.871	-4.359	-20.536	-2.359	8.535	-6.061	0.986	-0.005
1360.838	25.102	-4.925	-20.207	-2.179	8.437	-6.151	0.986	-0.002
1360.900	25.339	-5.492	-19.866	-1.999	8.347	-6.250	-1.495	-0.001
1360.963	25.565	-6.070	-19.525	-1.802	8.232	-6.332	-0.255	-0.002
1361.025	25.784	-6.618	-19.184	-1.597	8.134	-6.422	-0.255	-0.003
1361.088	25.960	-7.184	-18.801	-1.401	8.043	-6.520	-0.255	-0.001
1361.151	26.155	-7.763	-18.399	-1.220	7.929	-6.618	0.986	0.000
1361.213	26.326	-8.329	-18.009	-1.016	7.839	-6.717	-0.255	0.002
1361.276	26.460	-8.895	-17.589	-0.819	7.732	-6.823	-2.735	0.000
1361.338	26.581	-9.486	-17.114	-0.614	7.634	-6.913	-0.255	0.000
1361.401	26.685	-10.015	-16.700	-0.418	7.527	-7.020	0.986	0.002
1361.463	26.782	-10.575	-16.231	-0.213	7.429	-7.126	-0.255	0.000
1361.526	26.874	-11.105	-15.793	-0.000	7.314	-7.208	2.226	0.004
1361.588	26.983	-11.659	-15.355	0.205	7.208	-7.306	-1.495	0.002
1361.651	27.111	-12.213	-14.910	0.393	7.102	-7.405	-0.255	0.003
1361.713	27.227	-12.792	-14.460	0.590	6.979	-7.478	-0.255	0.002
1361.776	27.373	-13.394	-13.997	0.770	6.872	-7.560	-0.255	0.002
1361.839	27.495	-14.015	-13.510	0.999	6.749	-7.618	0.986	0.000
1361.901	27.598	-14.636	-12.992	1.188	6.602	-7.691	0.986	0.000
1361.964	27.635	-15.196	-12.493	1.384	6.454	-7.757	0.986	-0.001
1362.026	27.665	-15.696	-12.000	1.597	6.307	-7.822	0.986	-0.001
1362.089	27.677	-16.207	-11.507	1.818	6.176	-7.888	-0.255	-0.001
1362.151	27.653	-16.651	-11.044	2.023	6.029	-7.970	0.986	-0.001
1362.214	27.647	-17.114	-10.569	2.253	5.889	-8.027	0.986	-0.001
1362.276	27.610	-17.553	-10.088	2.457	5.734	-8.093	-0.255	-0.003
1362.339	27.543	-18.003	-9.583	2.678	5.594	-8.166	0.986	-0.001
1362.402	27.434	-18.423	-9.065	2.916	5.431	-8.248	0.986	0.000
1362.464	27.330	-18.795	-8.591	3.145	5.291	-8.322	-0.255	-0.003
1362.527	27.178	-19.166	-8.043	3.334	5.144	-8.396	-0.255	-0.003
1362.589	26.941	-19.519	-7.464	3.555	4.996	-8.469	-0.255	-0.005
1362.652	26.551	-19.866	-6.758	3.751	4.874	-8.527	0.986	-0.003
1362.714	26.107	-20.250	-5.906	3.915	4.718	-8.576	-0.255	-0.003
1362.777	25.613	-20.639	-5.011	4.079	4.587	-8.592	0.986	-0.002
1362.839	25.108	-21.102	-4.055	4.243	4.423	-8.584	-0.255	-0.002
1362.902	24.603	-21.546	-3.105	4.374	4.259	-8.560	0.986	-0.002
1362.964	24.146	-21.954	-2.234	4.521	4.079	-8.519	0.986	-0.001
1363.027	23.726	-22.381	-1.388	4.652	3.907	-8.478	0.986	0.000
1363.090	23.336	-22.770	-0.627	4.792	3.735	-8.428	0.986	0.000
1363.152	22.977	-23.123	0.079	4.915	3.538	-8.371	2.226	-0.001
1363.215	22.636	-23.464	0.767	5.046	3.358	-8.322	0.986	-0.002
1363.277	22.283	-23.793	1.437	5.193	3.170	-8.265	0.986	-0.002
1363.340	21.936	-24.091	2.088	5.316	2.973	-8.199	0.986	-0.003
1363.402	21.595	-24.396	2.728	5.431	2.769	-8.134	-0.255	-0.002
1363.465	21.230	-24.688	3.379	5.570	2.588	-8.060	-0.255	-0.001
1363.527	20.877	-24.980	4.043	5.693	2.384	-8.003	0.986	-0.002
1363.590	20.542	-25.297	4.670	5.799	2.195	-7.921	-0.255	-0.001
1363.653	20.183	-25.583	5.309	5.906	2.007	-7.831	0.986	-0.002
1363.715	19.848	-25.857	5.936	6.004	1.827	-7.740	0.986	0.003
1363.778	19.476	-26.131	6.581	6.110	1.614	-7.642	0.986	0.002
1363.840	19.081	-26.374	7.202	6.209	1.409	-7.560	0.986	-0.001
1363.903	18.734	-26.618	7.793	6.340	1.204	-7.462	-0.255	0.000
1363.965	18.374	-26.837	8.384	6.438	0.999	-7.355	-1.495	0.000
1364.028	17.985	-27.002	8.932	6.553	0.770	-7.257	0.986	0.000
1364.090	17.595	-27.148	9.461	6.667	0.557	-7.159	-0.255	-0.001
1364.153	17.193	-27.269	9.991	6.782	0.336	-7.069	0.986	-0.002
1364.215	16.755	-27.367	10.521	6.913	0.115	-6.954	0.986	-0.002
1364.278	16.256	-27.416	11.069	7.020	-0.106	-6.839	-0.255	-0.001
1364.341	15.787	-27.513	11.623	7.126	-0.336	-6.749	-0.255	-0.003
1364.403	15.288	-27.580	12.207	7.233	-0.541	-6.635	-0.255	-0.002
1364.466	14.788	-27.683	12.816	7.339	-0.754	-6.536	-0.255	-0.001
1364.528	14.314	-27.805	13.394	7.437	-0.942	-6.430	-0.255	-0.003
1364.591	13.827	-27.903	13.991	7.503	-1.147	-6.291	-0.255	-0.002
1364.653	13.309	-27.976	14.588	7.585	-1.360	-6.168	2.226	-0.001
1364.716	12.810	-28.024	15.129	7.667	-1.573	-6.029	-0.255	0.000
1364.778	12.371	-28.037	15.574	7.749	-1.794	-5.881	-0.255	-0.002
1364.841	11.963	-28.073	16.018	7.839	-2.023	-5.775	0.986	-0.001
1364.904	11.507	-28.085	16.475	7.937	-2.244	-5.627	-0.255	0.000
1364.966	11.069	-28.049	16.889	8.027	-2.474	-5.480	-0.255	0.000
1365.029	10.612	-28.031	17.315	8.125	-2.736	-5.349	2.226	0.000
1365.091	10.107	-27.976	17.772	8.240	-2.973	-5.193	-0.255	-0.001
1365.154	9.577	-27.872	18.198	8.322	-3.211	-5.054	2.226	-0.002
1365.216	9.084	-27.775	18.594	8.420	-3.465	-4.898	-0.255	-0.001
1365.279	8.536	-27.610	18.989	8.535	-3.702	-4.767	0.986	-0.002
1365.341	7.963	-27.416	19.367	8.633	-3.923	-4.636	0.986	-0.003
1365.404	7.349	-27.184	19.744	8.699	-4.161	-4.497	-0.255	-0.003
1365.466	6.624	-26.862	20.152	8.764	-4.349	-4.366	-1.495	-0.003
1365.529	5.790	-26.399	20.524	8.830	-4.546	-4.227	-0.255	-0.003
1365.592	4.858	-25.857	20.919	8.838	-4.718	-4.071	-0.255	-0.002
1365.654	3.842	-25.260	21.339	8.846	-4.890	-3.907	0.986	-0.002
1365.717	2.831	-24.676	21.772	8.846	-5.029	-3.743	-0.255	-0.003
1365.779	1.826	-24.110	22.216	8.805	-5.177	-3.571	-0.255	0.002
1365.842	0.925	-23.592	22.606	8.748	-5.316	-3.383	-0.255	-0.002
1365.904	0.079	-23.129	22.995	8.699	-5.439	-3.203	0.986	-0.002
1365.967	-0.706	-22.734	23.397	8.641	-5.553	-3.022	-0.255	-0.001
1366.029	-1.425	-22.381	23.750	8.568	-5.684	-2.826	-0.255	-0.001
1366.092	-2.100	-22.027	24.085	8.486	-5.799	-2.637	0.986	-0.001
1366.155	-2.728	-21.699	24.396	8.412	-5.922	-2.425	0.986	-0.001
1366.217	-3.318	-21.382	24.658	8.330	-6.029	-2.244	-0.255	-0.002
1366.280	-3.884	-21.059	24.919	8.256	-6.143	-2.064	0.986	-0.002
1366.342	-4.444	-20.743	25.151	8.183	-6.258	-1.884	-1.495	-0.001
1366.405	-4.998	-20.402	25.376	8.109	-6.340	-1.696	-0.255	-0.002
1366.467	-5.546	-20.055	25.571	8.027	-6.454	-1.515	-0.255	-0.002
1366.530	-6.076	-19.708	25.753	7.937	-6.536	-1.335	0.986	0.002
1366.592	-6.606	-19.343	25.930	7.847	-6.667	-1.139	-0.255	-0.001
1366.655	-7.172	-18.935	26.088	7.765	-6.766	-0.942	-0.255	0.000
1366.717	-7.738	-18.515	26.222	7.683	-6.880	-0.745	-2.735	-0.001
1366.780	-8.311	-18.070	26.368	7.585	-6.995	-0.532	-1.495	0.000
1366.843	-8.913	-17.650	26.527	7.519	-7.110	-0.328	-0.255	0.002
1366.905	-9.479	-17.187	26.673	7.405	-7.216	-0.131	-0.255	0.000
1366.968	-10.027	-16.773	26.782	7.306	-7.331	0.074	0.986	0.000
1367.030	-10.563	-16.341	26.904	7.216	-7.429	0.287	-0.255	-0.001
1367.093	-11.087	-15.945	27.038	7.110	-7.560	0.500	-0.255	-0.002
1367.155	-11.623	-15.543	27.160	7.020	-7.659	0.696	-0.255	0.000
1367.218	-12.134	-15.148	27.282	6.913	-7.765	0.917	0.986	0.002
1367.280	-12.670	-14.728	27.397	6.823	-7.871	1.106	0.986	-0.001
1367.343	-13.242	-14.253	27.501	6.725	-7.937	1.294	0.986	0.000
1367.406	-13.814	-13.784	27.610	6.618	-8.027	1.499	-0.255	0.002
1367.468	-14.435	-13.266	27.708	6.487	-8.109	1.696	-0.255	0.000
1367.531	-15.008	-12.743	27.763	6.364	-8.199	1.908	0.986	0.000
1367.593	-15.495	-12.256	27.763	6.225	-8.289	2.130	-0.255	-0.001
1367.656	-15.976	-11.744	27.732	6.086	-8.371	2.343	-1.495	0.000
1367.718	-16.444	-11.257	27.720	5.963	-8.469	2.572	0.986	-0.001
1367.781	-16.871	-10.776	27.665	5.824	-8.560	2.801	-0.255	-0.002
1367.843	-17.285	-10.295	27.610	5.684	-8.650	3.031	0.986	-0.001
1367.906	-17.729	-9.778	27.531	5.562	-8.740	3.260	0.986	0.000
1367.968	-18.100	-9.272	27.397	5.422	-8.846	3.489	-0.255	-0.001
1368.031	-18.496	-8.712	27.233	5.291	-8.936	3.719	-0.255	-0.002
1368.094	-18.874	-8.134	27.032	5.152	-9.018	3.923	-0.255	-0.002
1368.156	-19.239	-7.513	26.764	5.029	-9.084	4.136	-0.255	-0.002
1368.219	-19.598	-6.770	26.411	4.906	-9.149	4.325	-0.255	-0.001
1368.281	-20.006	-5.979	26.009	4.775	-9.190	4.489	0.986	-0.006
1368.344	-20.426	-5.047	25.516	4.628	-9.198	4.644	2.226	-0.006
1368.406	-20.871	-4.073	24.992	4.480	-9.198	4.800	0.986	-0.005
1368.469	-21.260	-3.148	24.451	4.317	-9.166	4.923	0.986	-0.006
1368.531	-21.723	-2.192	23.951	4.153	-9.125	5.029	0.986	-0.005
1368.594	-22.198	-1.303	23.531	3.989	-9.084	5.168	-0.255	-0.005
1368.657	-22.612	-0.505	23.142	3.809	-9.010	5.291	0.986	-0.005
1368.719	-23.008	0.268	22.770	3.629	-8.944	5.390	0.986	-0.003
1368.782	-23.367	0.980	22.435	3.432	-8.871	5.521	0.986	-0.003
1368.844	-23.720	1.662	22.082	3.235	-8.797	5.627	-0.255	-0.002
1368.907	-24.018	2.326	21.717	3.047	-8.707	5.742	0.986	-0.003
1368.969	-24.274	2.965	21.333	2.842	-8.617	5.857	2.226	-0.002
1369.032	-24.554	3.610	20.956	2.654	-8.535	5.947	0.986	0.000
1369.094	-24.798	4.219	20.603	2.482	-8.437	6.045	-1.495	-0.003
1369.157	-25.059	4.822	20.250	2.293	-8.347	6.143	-0.255	0.000
1369.219	-25.309	5.419	19.909	2.105	-8.232	6.225	-0.255	-0.002
1369.282	-25.540	6.003	19.562	1.908	-8.134	6.323	0.986	-0.001
1369.345	-25.753	6.533	19.251	1.712	-8.035	6.397	-0.255	0.000
1369.407	-25.942	7.081	18.892	1.507	-7.929	6.504	-1.495	0.000
1369.470	-26.143	7.641	18.508	1.327	-7.831	6.594	0.986	0.002
1369.532	-26.308	8.201	18.119	1.114	-7.732	6.692	-0.255	0.002
1369.595	-26.460	8.785	17.717	0.917	-7.634	6.790	-0.255	0.003
1369.657	-26.606	9.364	17.254	0.721	-7.536	6.897	0.986	-0.002
1369.720	-26.691	9.936	16.804	0.524	-7.421	7.003	0.986	-0.001
1369.782	-26.819	10.484	16.347	0.303	-7.314	7.093	-0.255	-0.002
1369.845	-26.874	11.014	15.884	0.106	-7.200	7.200	2.226	-0.001
1369.908	-26.971	11.543	15.452	-0.098	-7.102	7.290	0.986	-0.002
1369.970	-27.105	12.122	15.014	-0.295	-6.987	7.380	0.986	0.000
1370.033	-27.239	12.706	14.551	-0.491	-6.889	7.470	-0.255	-0.003
1370.095	-27.367	13.297	14.088	-0.688	-6.758	7.536	-0.255	-0.001
1370.158	-27.489	13.906	13.607	-0.901	-6.635	7.609	0.986	-0.003
1370.220	-27.586	14.508	13.096	-1.081	-6.504	7.675	0.986	-0.001
1370.283	-27.653	15.075	12.603	-1.311	-6.364	7.749	-0.255	-0.002
1370.345	-27.690	15.562	12.164	-1.507	-6.225	7.814	0.986	-0.001
1370.408	-27.702	16.049	11.671	-1.712	-6.078	7.880	0.986	-0.001
1370.470	-27.671	16.511	11.202	-1.933	-5.938	7.945	0.986	-0.001
1370.533	-27.671	16.974	10.728	-2.138	-5.791	8.027	-0.255	0.000
1370.596	-27.635	17.437	10.228	-2.351	-5.660	8.101	-0.255	0.000
1370.658	-27.562	17.887	9.717	-2.597	-5.504	8.175	0.986	0.000
1370.721	-27.470	18.301	9.193	-2.809	-5.349	8.256	-0.255	-0.002
1370.783	-27.373	18.679	8.731	-3.022	-5.218	8.322	0.986	-0.002
1370.846	-27.251	19.081	8.207	-3.252	-5.062	8.412	-0.255	-0.002
1370.908	-27.002	19.403	7.641	-3.457	-4.931	8.486	-0.255	0.000
1370.971	-26.685	19.744	6.983	-3.661	-4.800	8.551	-1.495	-0.002
1371.033	-26.259	20.122	6.174	-3.842	-4.652	8.584	-1.495	-0.003
1371.096	-25.766	20.505	5.309	-4.005	-4.521	8.625	0.986	-0.003
1371.159	-25.248	20.944	4.347	-4.153	-4.366	8.633	-1.495	-0.003
1371.221	-24.731	21.431	3.355	-4.308	-4.210	8.609	-0.255	-0.005
1371.284	-24.262	21.851	2.460	-4.448	-4.046	8.592	-0.255	-0.005
1371.346	-23.830	22.289	1.595	-4.579	-3.866	8.543	-1.495	-0.005
1371.409	-23.416	22.673	0.810	-4.710	-3.694	8.502	0.986	-0.002
1371.471	-23.075	23.050	0.079	-4.849	-3.498	8.461	-0.255	-0.003
1371.534	-22.734	23.379	-0.591	-4.964	-3.334	8.412	-0.255	-0.001
1371.596	-22.374	23.690	-1.260	-5.111	-3.129	8.330	0.986	-0.001
1371.659	-22.040	24.012	-1.900	-5.242	-2.949	8.289	-0.255	-0.001
1371.721	-21.680	24.311	-2.557	-5.357	-2.760	8.215	-1.495	-0.005
1371.784	-21.327	24.627	-3.215	-5.480	-2.556	8.158	-0.255	-0.001
1371.847	-20.986	24.932	-3.872	-5.603	-2.367	8.076	-0.255	-0.002
1371.909	-20.621	25.224	-4.530	-5.709	-2.179	8.003	-0.255	0.000
1371.972	-20.256	25.504	-5.187	-5.816	-1.999	7.921	-0.255	0.000
1372.034	-19.915	25.808	-5.808	-5.922	-1.818	7.847	-1.495	-0.001
1372.097	-19.556	26.082	-6.448	-6.029	-1.622	7.740	0.986	0.000
1372.159	-19.172	26.320	-7.087	-6.135	-1.401	7.642	2.226	0.000
1372.222	-18.813	26.557	-7.659	-6.250	-1.196	7.552	-0.255	-0.001
1372.284	-18.466	26.782	-8.231	-6.364	-0.983	7.462	-0.255	-0.001
1372.347	-18.088	26.959	-8.773	-6.471	-0.778	7.364	-0.255	-0.001
1372.410	-17.699	27.111	-9.321	-6.585	-0.557	7.274	-0.255	0.002
1372.472	-17.279	27.239	-9.881	-6.700	-0.352	7.167	-0.255	0.002
1372.535	-16.846	27.355	-10.417	-6.831	-0.131	7.061	-0.255	0.003
1372.597	-16.353	27.409	-10.959	-6.946	0.090	6.970	-0.255	0.000
1372.660	-15.854	27.458	-11.519	-7.044	0.303	6.856	-0.255	0.002
1372.722	-15.379	27.556	-12.073	-7.159	0.532	6.749	0.986	0.000
1372.785	-14.892	27.647	-12.664	-7.265	0.737	6.643	0.986	0.000
1372.847	-14.399	27.757	-13.266	-7.339	0.950	6.545	-0.255	0.000
1372.910	-13.906	27.866	-13.875	-7.437	1.147	6.413	-0.255	0.002
1372.972	-13.376	27.957	-14.484	-7.519	1.360	6.274	2.226	0.002
1373.035	-12.846	27.982	-15.044	-7.601	1.564	6.151	0.986	-0.001
1373.098	-12.402	27.994	-15.501	-7.659	1.786	6.012	0.986	-0.001
1373.160	-12.024	28.031	-15.921	-7.765	2.007	5.881	0.986	-0.001
1373.223	-11.604	28.055	-16.365	-7.847	2.228	5.734	2.226	-0.001
1373.285	-11.160	28.049	-16.798	-7.953	2.474	5.586	0.986	0.000
1373.348	-10.697	28.012	-17.224	-8.043	2.711	5.463	0.986	0.002
1373.410	-10.180	27.945	-17.674	-8.150	2.973	5.316	-0.255	-0.001
1373.473	-9.638	27.854	-18.125	-8.240	3.203	5.177	-0.255	-0.001
1373.535	-9.108	27.757	-18.527	-8.338	3.440	5.021	-0.255	-0.003
1373.598	-8.560	27.592	-18.935	-8.420	3.678	4.874	0.986	-0.003
1373.661	-8.018	27.409	-19.294	-8.510	3.907	4.743	-1.495	-0.003
1373.723	-7.416	27.178	-19.677	-8.600	4.128	4.603	0.986	-0.005
1373.786	-6.721	26.874	-20.067	-8.658	4.341	4.448	-2.735	-0.002
1373.848	-5.924	26.448	-20.444	-8.723	4.538	4.317	-0.255	-0.003
1373.911	-5.017	25.924	-20.828	-8.740	4.718	4.161	-1.495	-0.003
1373.973	-4.030	25.346	-21.248	-8.748	4.874	4.005	-0.255	-0.001
1374.036	-3.008	24.755	-21.668	-8.748	5.037	3.825	0.986	-0.002
1374.098	-1.997	24.183	-22.131	-8.707	5.177	3.653	-1.495	-0.002
1374.161	-1.059	23.659	-22.539	-8.650	5.324	3.465	0.986	0.000
1374.223	-0.195	23.184	-22.935	-8.609	5.447	3.276	-1.495	0.002
1374.286	0.603	22.782	-23.318	-8.527	5.570	3.096	0.986	-0.001
1374.349	1.303	22.423	-23.665	-8.478	5.693	2.900	0.986	0.003
1374.411	1.973	22.076	-24.000	-8.387	5.816	2.711	0.986	0.002
1374.474	2.588	21.747	-24.298	-8.314	5.930	2.523	0.986	0.005
1374.536	3.178	21.425	-24.560	-8.232	6.053	2.302	0.986	0.003
1374.599	3.756	21.102	-24.840	-8.166	6.160	2.121	0.986	0.002
1374.661	4.323	20.773	-25.072	-8.093	6.282	1.941	-0.255	0.002
1374.724	4.895	20.451	-25.303	-8.027	6.389	1.769	0.986	0.004
1374.786	5.449	20.097	-25.522	-7.945	6.479	1.564	-0.255	0.005
1374.849	6.009	19.732	-25.723	-7.831	6.577	1.384	0.986	0.003
1374.912	6.533	19.391	-25.906	-7.749	6.684	1.188	-0.255	0.002
1374.974	7.111	18.977	-26.070	-7.675	6.790	0.999	-1.495	0.003
1375.037	7.641	18.581	-26.204	-7.585	6.913	0.795	0.986	0.000
1375.099	8.213	18.131	-26.338	-7.478	7.028	0.606	-0.255	0.000
1375.162	8.773	17.711	-26.478	-7.405	7.142	0.393	2.226	0.000
1375.224	9.346	17.285	-26.618	-7.314	7.249	0.180	-0.255	-0.002
1375.287	9.900	16.877	-26.752	-7.208	7.364	-0.016	0.986	-0.001
1375.349	10.435	16.457	-26.874	-7.118	7.470	-0.221	-1.495	-0.001
1375.412	10.941	16.055	-27.002	-7.011	7.577	-0.426	-0.255	0.002
1375.474	11.470	15.653	-27.123	-6.930	7.675	-0.631	-0.255	0.000
1375.537	11.982	15.269	-27.251	-6.823	7.790	-0.844	-0.255	-0.001
1375.600	12.511	14.843	-27.349	-6.733	7.896	-1.032	0.986	-0.001
1375.662	13.072	14.393	-27.470	-6.635	7.970	-1.212	-0.255	0.002
1375.725	13.662	13.912	-27.586	-6.528	8.052	-1.425	0.986	0.002
1375.787	14.283	13.382	-27.665	-6.405	8.150	-1.622	0.986	0.003
1375.850	14.874	12.840	-27.732	-6.274	8.224	-1.835	-0.255	0.002
1375.912	15.379	12.353	-27.744	-6.143	8.306	-2.048	-0.255	0.000
1375.975	15.866	11.866	-27.720	-6.020	8.396	-2.277	0.986	0.003
1376.037	16.341	11.379	-27.726	-5.873	8.478	-2.482	-0.255	0.002
1376.100	16.773	10.910	-27.696	-5.734	8.576	-2.711	-0.255	0.003
1376.163	17.199	10.411	-27.629	-5.627	8.674	-2.949	-0.255	-0.001
1376.225	17.632	9.893	-27.550	-5.463	8.772	-3.194	-0.255	0.000
1376.288	18.027	9.376	-27.428	-5.340	8.863	-3.407	-1.495	0.000
1376.350	18.411	8.858	-27.282	-5.209	8.961	-3.620	-0.255	0.002
1376.413	18.795	8.298	-27.105	-5.070	9.043	-3.850	-1.495	0.000
1376.475	19.154	7.683	-26.874	-4.956	9.133	-4.063	-0.255	0.002
1376.538	19.507	6.995	-26.533	-4.833	9.198	-4.259	0.986	0.002
1376.600	19.903	6.204	-26.143	-4.710	9.239	-4.423	-0.255	0.000
1376.663	20.323	5.297	-25.656	-4.571	9.272	-4.587	-1.495	-0.001
1376.725	20.761	4.329	-25.108	-4.423	9.264	-4.726	-0.255	-0.001
1376.788	21.169	3.379	-24.578	-4.259	9.248	-4.865	-0.255	-0.001
1376.851	21.613	2.417	-24.055	-4.112	9.198	-4.988	-1.495	0.000
1376.913	22.107	1.467	-23.598	-3.932	9.157	-5.103	0.986	0.002
1376.976	22.545	0.627	-23.209	-3.751	9.100	-5.234	-1.495	0.002
1377.038	22.941	-0.152	-22.813	-3.571	9.026	-5.332	-0.255	0.003
1377.101	23.324	-0.865	-22.484	-3.383	8.953	-5.455	-0.255	0.002
1377.163	23.671	-1.553	-22.149	-3.194	8.863	-5.570	-0.255	0.003
1377.226	23.970	-2.192	-21.802	-2.998	8.781	-5.684	-0.255	0.003
1377.288	24.219	-2.807	-21.437	-2.809	8.707	-5.791	-0.255	0.003
1377.351	24.475	-3.446	-21.059	-2.621	8.609	-5.881	0.986	0.002
1377.414	24.725	-4.061	-20.706	-2.441	8.535	-5.988	-0.255	0.004
1377.476	24.980	-4.658	-20.353	-2.253	8.445	-6.086	-1.495	0.003
1377.539	25.236	-5.248	-20.006	-2.064	8.347	-6.160	-0.255	0.002
1377.601	25.461	-5.820	-19.665	-1.868	8.248	-6.258	-1.495	0.002
1377.664	25.699	-6.399	-19.330	-1.687	8.134	-6.348	-1.495	0.002
1377.726	25.894	-6.959	-18.977	-1.491	8.035	-6.446	-0.255	0.002
1377.789	26.088	-7.495	-18.612	-1.294	7.937	-6.528	-0.255	0.003
1377.851	26.253	-8.067	-18.204	-1.081	7.822	-6.643	-0.255	0.002
1377.914	26.399	-8.609	-17.808	-0.885	7.749	-6.733	-0.255	0.003
1377.976	26.508	-9.187	-17.352	-0.696	7.642	-6.831	-0.255	0.003
1378.039	26.630	-9.760	-16.901	-0.491	7.536	-6.938	0.986	0.000
1378.102	26.764	-10.320	-16.457	-0.287	7.421	-7.036	0.986	0.000
1378.164	26.837	-10.880	-15.994	-0.090	7.331	-7.142	0.986	0.002
1378.227	26.947	-11.416	-15.568	0.123	7.216	-7.241	-0.255	0.004
1378.289	27.069	-11.970	-15.129	0.328	7.118	-7.339	-0.255	0.002
1378.352	27.196	-12.542	-14.703	0.524	7.003	-7.421	-0.255	0.004
1378.414	27.318	-13.132	-14.222	0.713	6.880	-7.503	-0.255	0.003
1378.477	27.452	-13.741	-13.747	0.917	6.782	-7.577	0.986	0.003
1378.539	27.562	-14.362	-13.236	1.122	6.635	-7.650	-0.255	0.003
1378.602	27.647	-14.965	-12.706	1.319	6.504	-7.716	-1.495	0.004
1378.665	27.683	-15.489	-12.237	1.515	6.364	-7.781	-0.255	0.003
1378.727	27.683	-15.976	-11.738	1.736	6.209	-7.847	0.986	0.004
1378.790	27.671	-16.432	-11.276	1.949	6.069	-7.921	-1.495	0.003
1378.852	27.659	-16.858	-10.837	2.162	5.930	-7.994	-0.255	0.000
1378.915	27.653	-17.346	-10.350	2.392	5.783	-8.076	-0.255	0.000
1378.977	27.580	-17.784	-9.845	2.597	5.635	-8.142	-1.495	0.000
